modality,genre,n_transitions,mean_cosine_distance,median_cosine_distance,mean_euclidean_distance,median_euclidean_distance,median_tracks_t,median_tracks_t1
vgg19,soundtrack,41,0.1386664436024008,0.07761816017112033,7.531535756948853,5.902984158508648,119.0,124.0
vgg19,synthpop,40,0.14995650935807506,0.1189797437479746,8.411616379740282,8.491979859544106,34.0,35.0
vgg19,thrash metal,36,0.0982510872803346,0.08017449188326653,9.632930627449404,8.4823525833806,110.5,112.0
word2vec,alternative rock,36,0.044735335689838215,0.014636588765018888,0.8340218187114203,0.5472904044742337,467.0,491.0
word2vec,ambient,41,0.0015427388356901541,0.000580581714355044,1.004853950534927,0.8800868779304585,165.0,179.0
word2vec,black metal,35,0.008810833111608168,0.005702597980466462,1.158496424517465,1.0137508520336709,147.0,155.0
word2vec,blues,60,0.08033569465867901,0.050691918046226636,1.3567135901350262,1.1480761132099435,76.0,79.5
word2vec,bossa nova,52,0.07998494387622553,0.06322970479970219,1.824239592149131,1.647156176935193,37.0,39.0
word2vec,brazilian rock,33,0.08518854915036825,0.06891070414390077,1.516573094660932,1.3920856779456139,47.0,48.0
word2vec,classic rock,60,0.04463132416500708,0.04032535966241374,1.1170163032137386,1.0289711615008903,100.5,104.5
word2vec,country,50,0.05686687313048421,0.0395458486977191,1.2341747790037663,1.0996369357855071,66.0,68.0
word2vec,death metal,32,0.0058197789781169705,0.00450104471202778,0.9468677162256032,0.8535721064536028,169.0,172.0
word2vec,disco,45,0.0601002936996732,0.05424538240800458,1.6998995388726093,1.5678787067861644,55.0,56.0
word2vec,doom metal,32,0.018581699565287615,0.01373324105129714,1.190602386220212,1.0755081552104908,111.5,118.0
word2vec,dream pop,33,0.1401115476652376,0.11125665712624688,1.742902713560202,1.7681843847647463,48.0,49.0
word2vec,easy listening,44,0.08575628374785932,0.08142090340382979,1.78944247558775,1.64196080730625,31.5,32.0
word2vec,electronic,44,0.05319787608141969,0.01468789909938406,1.4969033500390003,0.9578301947580579,176.0,219.5
word2vec,experimental,51,0.07391833971165748,0.026666385639306678,1.6426946548037686,1.49000390611081,37.0,38.0
word2vec,folk,56,0.09691548003148286,0.07084217543752452,1.4386679183788433,1.2606856632131915,40.5,42.0
word2vec,funk,50,0.060723365280167085,0.04814484265378072,1.310059829730815,1.2322073380333334,81.5,82.5
word2vec,glam rock,34,0.12306549328321147,0.11744902450920741,1.8762508902707475,1.9006570914016825,28.5,28.5
word2vec,gothic rock,32,0.07893685568048966,0.06464561454637663,1.6357448350651342,1.5221318046884347,49.5,52.5
word2vec,grunge,31,0.07648712190055654,0.03851568051136334,1.230111887641355,1.038452971718417,116.0,117.0
word2vec,hard rock,50,0.043644287769201956,0.031084123850369683,0.8108080729419954,0.6803008940509683,260.5,261.5
word2vec,hardcore,38,0.07467702512139074,0.03176629581938123,1.3615410089837128,1.1097661887777677,50.5,63.0
word2vec,hardcore punk,29,0.09518966904601793,0.0682166005383652,1.7435961870368286,1.5451286143571203,34.0,35.0
word2vec,indie rock,32,0.04687535905333079,0.03144066503310872,0.861473414081328,0.6327562425367241,438.5,547.0
word2vec,industrial,34,0.0845903697406561,0.06462353338823063,1.404678598971201,1.2653997549071643,147.0,154.5
word2vec,jazz,60,0.027968330311250456,0.010983285765206241,1.5750613929001251,1.2524625607567361,82.0,82.0
word2vec,latin,37,0.04037123863963528,0.03132533802693238,1.1432601548070955,1.0177500511636248,144.0,171.0
word2vec,metal,47,0.059818260774337655,0.047325985572340024,1.2249562931057167,1.0465595190971224,67.0,74.0
word2vec,mpb,52,0.059508627431138425,0.05014369098260646,1.171025037804556,1.135557338232136,83.0,85.5
word2vec,new wave,42,0.09814515770915981,0.08164982412570809,1.0743249678102909,1.0411539419595663,133.0,136.5
word2vec,pop,56,0.030942505226883806,0.011740396197701397,0.7866572223067283,0.6048779253041326,404.5,418.5
word2vec,pop rock,30,0.04594305169249431,0.01857868341676433,1.1997126196701466,0.9423861808357105,130.0,184.5
word2vec,post-hardcore,34,0.05731808310782808,0.03112351753574466,1.3615226176410258,1.0203297844138313,68.0,88.5
word2vec,post-punk,42,0.12347126615646868,0.09622024356591663,1.139819247613895,0.9235435991488843,154.5,157.5
word2vec,power metal,32,0.023806646428424963,0.013732884480143481,1.1290592660563068,0.9794684264001629,112.5,125.0
word2vec,progressive metal,31,0.030589743981408634,0.012479670155736033,1.1357410197750208,0.9133490144613258,116.0,116.0
word2vec,progressive rock,52,0.0815844489069632,0.05197522016696493,1.2518867226019377,0.9075242499262488,145.0,158.0
word2vec,psychedelic rock,45,0.10632224337347104,0.07648662611663581,1.553398920540066,1.3856310634757474,59.0,59.0
word2vec,punk,46,0.06992616239631991,0.032694320314703484,1.061452429919686,0.7953203280916479,222.5,225.5
word2vec,rap,31,0.00843571068051131,0.006583406447519424,0.7625363189497202,0.6684356897776659,170.0,192.0
word2vec,reggae,40,0.06806629190000793,0.04327763220320363,1.447136628002159,1.349254976565903,72.0,77.5
word2vec,rock,60,0.11449830011446435,0.07244500640518675,1.1434091254689818,1.0509730950993132,149.0,175.5
word2vec,samba,40,0.08490212717848862,0.05554239091421609,1.5461264094001699,1.3486884620441506,66.0,66.0
word2vec,shoegaze,34,0.08210598919367276,0.044414635598492236,1.35526974410322,1.0507917056586533,136.5,146.0
word2vec,singer-songwriter,55,0.07870502231716837,0.04847235937282324,1.0198909448851834,0.9325566511230586,141.0,153.0
word2vec,soft rock,48,0.0649768483863344,0.05972835012395855,1.6555899191653365,1.5945154791485912,42.0,42.5
word2vec,soul,60,0.014011375084905527,0.009876456866970751,0.9484279187753056,0.85083292410432,146.5,149.5
word2vec,soundtrack,42,0.01955817221736882,0.003668809496016334,1.6839498889345201,1.3162632334687268,130.0,133.5
word2vec,synthpop,40,0.14088336979296537,0.11180777279279647,1.5878611366957522,1.4914585763251385,37.5,38.0
word2vec,thrash metal,36,0.023184806568669454,0.013004056715243517,1.1100499980872156,1.003366447394575,118.5,120.0
