feature,n_tracks,n_nonzero_tracks,n_zero_tracks,nonzero_share,mean_tfidf,std_tfidf,mean_nonzero_tfidf,median_nonzero_tfidf,max_tfidf,temporal_std,first_window_value,last_window_value,last_minus_first,absolute_last_minus_first,linear_trend,absolute_linear_trend
drink,97883,3754,94129,0.0383519099332877,0.0042089696748315855,0.028393673244083466,0.10974602522150775,0.0801069858429877,0.9322864723323434,0.0006000041870526353,0.00188205529239562,0.004917762091985341,0.0030357067995897213,0.0030357067995897213,1.191423117657976e-05,1.191423117657976e-05
drive,97883,3851,94032,0.0393428889592677,0.0044484571285629635,0.029898335336415695,0.113068898757499,0.0810289952675398,0.9427002663986134,0.0008343674641654566,0.0023148485136590346,0.004426351200714772,0.0021115026870557377,0.0021115026870557377,1.0240877950177588e-05,1.0240877950177588e-05
drop,97883,2641,95242,0.026981191831063615,0.0030020959602842442,0.02450272937474341,0.11126624720958071,0.0785509260769841,0.9280226120631868,0.000679424243140245,0.005601115321751081,0.0036066670830820257,-0.0019944482386690552,0.0019944482386690552,6.102662749300305e-06,6.102662749300305e-06
drown,97883,2317,95566,0.02367111755871806,0.0031637309648378776,0.026439982726600218,0.13365363747571254,0.0978749979192623,0.8576695249560726,0.0010538472626414814,0.0027094376910875113,0.0036020048076009976,0.0008925671165134863,0.0008925671165134863,5.044085258318522e-05,5.044085258318522e-05
drug,97883,1106,96777,0.01129920415189563,0.001567522507480113,0.02055758623500896,0.13872857649156953,0.0918760894044224,0.9654355387024802,0.0005558295512969857,0.0005888516919671391,0.00231803223775991,0.001729180545792771,0.001729180545792771,2.7537081581387283e-05,2.7537081581387283e-05
drum,97883,822,97061,0.008397781024284094,0.0012076999578571977,0.017272611729733663,0.14381179437340155,0.10535759625671515,0.867541851263733,0.0006361587369760284,0.0003498349332506287,0.0010025266866519748,0.000652691753401346,0.000652691753401346,-3.845439486553336e-06,3.845439486553336e-06
drunk,97883,1067,96816,0.010900769285779962,0.0014759222326933938,0.0189929270918752,0.1353961536108036,0.0986804902197109,0.9709043098824036,0.00046807199672021615,0.0,0.001916731404131829,0.001916731404131829,0.001916731404131829,2.000650787933387e-05,2.000650787933387e-05
dust,97883,1611,96272,0.016458424854162622,0.002355673117048887,0.023488541938357317,0.14312870994171087,0.1072069397156512,0.8876169480440089,0.0006190320856479382,0.0002976892946858468,0.002668747251655268,0.0023710579569694214,0.0023710579569694214,2.1504807622286162e-05,2.1504807622286162e-05
ear,97883,1651,96232,0.01686707599889664,0.0019906421146708903,0.018781883510986953,0.1180193955846946,0.0939871959953076,0.6833569746915586,0.00031532111316077266,0.002742629067721224,0.002012521156498842,-0.0007301079112223821,0.0007301079112223821,-2.480197008843618e-06,2.480197008843618e-06
earli,97883,943,96940,0.009633950737104503,0.00134176503285529,0.0175651472885864,0.13927464126296327,0.107488724974219,0.9710533516237616,0.0006625221829368803,0.002341728971468318,0.001293709104464812,-0.0010480198670035062,0.0010480198670035062,-2.6122756784583295e-05,2.6122756784583295e-05
earth,97883,2792,95091,0.02852384990243454,0.003993599688728775,0.02961840814598658,0.14000913980366714,0.10808114553105244,0.91879196287916,0.001010060369975064,0.0021608936423471643,0.003740621847060279,0.0015797282047131148,0.0015797282047131148,3.3387612723533434e-05,3.3387612723533434e-05
easi,97883,3719,94164,0.037994340181645436,0.004893491210664464,0.03440448151110293,0.12879526759168317,0.088746889344621,0.95123684693062,0.0009007313391630235,0.004455449293254232,0.004744149443521819,0.0002887001502675868,0.0002887001502675868,-4.4177897464926735e-06,4.4177897464926735e-06
eat,97883,2616,95267,0.026725784865604854,0.0030933055648829587,0.025623464554708698,0.11574236567562639,0.08335130212656569,0.9660055447015492,0.0008137166259368743,0.0011205503778618667,0.0038458330279522845,0.002725282650090418,0.002725282650090418,2.837350957004753e-05,2.837350957004753e-05
echo,97883,982,96901,0.010032385603220171,0.0015622962836480407,0.019618302329671353,0.15572530257873848,0.12080650689623815,0.8336297373101136,0.00031492440243527375,0.0012344011692046672,0.0018471693437946744,0.0006127681745900072,0.0006127681745900072,1.4206077564010649e-05,1.4206077564010649e-05
edg,97883,1466,96417,0.014977064454501803,0.002104215638383467,0.022207440519696326,0.1404958658471275,0.1030523725464147,0.916592142062277,0.0007736282741393892,0.0,0.002555394062696269,0.002555394062696269,0.002555394062696269,3.753532728012502e-05,3.753532728012502e-05
eh,97883,398,97485,0.004066078890103491,0.0011836957169488978,0.025704572609859665,0.29111479362338943,0.17190919133946955,0.9890106311733124,0.0005338459950391442,0.0,0.0015819978856693138,0.0015819978856693138,0.0015819978856693138,1.9391148219658235e-05,1.9391148219658235e-05
electr,97883,564,97319,0.005761981140749671,0.001126241550668942,0.020685963137174072,0.1954608186243405,0.12461539739537965,0.969678365245092,0.0007444388134132092,0.0,0.0009791244418578182,0.0009791244418578182,0.0009791244418578182,4.627875125400759e-06,4.627875125400759e-06
els,97883,4817,93066,0.04921181410459426,0.0056877156917467565,0.032851133642467494,0.11557622484020087,0.0841268006894733,0.796450717989479,0.0008046404309221108,0.004272698097466965,0.006452555392114451,0.0021798572946474856,0.0021798572946474856,3.167955408955432e-05,3.167955408955432e-05
embrac,97883,1039,96844,0.010614713484466149,0.0015199711694238356,0.017738767206098353,0.14319474299972407,0.1197475460356682,0.9002185022105346,0.0005996706262938355,0.002582879347487771,0.0016653460545586862,-0.0009175332929290847,0.0009175332929290847,1.7700425666051455e-05,1.7700425666051455e-05
emot,97883,1315,96568,0.01343440638313088,0.001857488471575999,0.020462949201478866,0.1382635316070521,0.1038811403650143,1.0,0.0008577472693869063,0.0,0.002000355174435222,0.002000355174435222,0.002000355174435222,2.36018632984974e-05,2.36018632984974e-05
empti,97883,3478,94405,0.03553221703462297,0.004051015757688149,0.02659857879813853,0.11400965365433845,0.08808966480305644,0.8682097389230503,0.0010150443201668816,0.0016340628090301844,0.004220376258426343,0.002586313449396159,0.002586313449396159,4.7045270130889114e-05,4.7045270130889114e-05
end,97883,11649,86234,0.11900942962516474,0.011901077187983803,0.04498937338601841,0.1000011278557317,0.0709437651022063,0.9395449040009788,0.0023062672137331374,0.006073449347996699,0.012454170028268822,0.006380720680272123,0.006380720680272123,0.00012220644439506749,0.00012220644439506749
endless,97883,1340,96543,0.013689813348589644,0.002044177233422868,0.021095331022694477,0.14932104487994824,0.12341761168074085,0.9862142421904068,0.0005995991333450343,0.0007913291218304458,0.0022362805736242677,0.0014449514517938218,0.0014449514517938218,2.6458834559824164e-05,2.6458834559824164e-05
enemi,97883,1271,96612,0.012984890123923459,0.001839030407743295,0.021393423767987828,0.1416284920543957,0.1025470822934664,0.9191150433535346,0.0008049155538227981,0.0,0.0018624037717188268,0.0018624037717188268,0.0018624037717188268,4.248834914988009e-05,4.248834914988009e-05
enjoy,97883,851,97032,0.008694053104216257,0.001274663104818888,0.017779133401280445,0.14661321820092504,0.1085910193920305,0.9528907856970004,0.0003979417017588506,0.00026083989666968383,0.0014901186861995528,0.0012292787895298689,0.0012292787895298689,1.3438561084956885e-05,1.3438561084956885e-05
enough,97883,5816,92067,0.05941787644432639,0.007137957491407342,0.04020572222760813,0.12013148093731514,0.08058984875858505,0.9426586912281332,0.0020265009199697368,0.00020369870215061588,0.00811979510531539,0.007916096403164773,0.007916096403164773,0.00010899624081409743,0.00010899624081409743
enter,97883,848,97035,0.008663404268361206,0.0013620453446785623,0.017797863735993635,0.1572182599919478,0.12655353552869458,0.75866585247727,0.0004959076166448753,0.0018278514874315636,0.0015309664701276878,-0.00029688501730387577,0.00029688501730387577,1.781206044666805e-05,1.781206044666805e-05
eras,97883,990,96893,0.010114115832166974,0.0014244800409688883,0.017232359669290157,0.14084078772743205,0.11203733708746841,0.761150547650038,0.0005680926250274918,0.0,0.0017428725717205352,0.0017428725717205352,0.0017428725717205352,2.9911959499547607e-05,2.9911959499547607e-05
escap,97883,2143,95740,0.02189348507912508,0.002833513623776511,0.024023420494226913,0.1294226850378517,0.099648553839137,0.90631499531827,0.0010886078576950542,0.000998784783442647,0.003270663764324252,0.002271878980881605,0.002271878980881605,5.218412048644903e-05,5.218412048644903e-05
etern,97883,1607,96276,0.01641755973968922,0.00259599936758043,0.024295146600890032,0.15812333920154029,0.1309066994207912,0.7585324949954991,0.0010880618915951204,0.0006553552162369701,0.0025876471937124916,0.0019322919774755216,0.0019322919774755216,4.3022985793269134e-05,4.3022985793269134e-05
even,97883,11642,86241,0.11893791567483629,0.011037004077584902,0.04046472797840904,0.09279634685846444,0.0677655120180822,0.9632223922087536,0.0017473188759613769,0.009387043339776883,0.013851130131100148,0.004464086791323265,0.004464086791323265,8.260424182443969e-05,8.260424182443969e-05
ever,97883,10397,87486,0.10621864879498993,0.01112520316636312,0.0452257014743934,0.10473869977234983,0.0730377877449959,0.9599816571398158,0.001526056824075108,0.00983369511549778,0.010527942776835535,0.0006942476613377557,0.0006942476613377557,4.090460197640017e-05,4.090460197640017e-05
everi,97883,13098,84785,0.1338128173431546,0.012621837095738482,0.044996037270230785,0.09432457477799434,0.06641366967584855,0.9383474529803436,0.0015470691640160602,0.008167726200942313,0.01375178268650467,0.005584056485562356,0.005584056485562356,7.981606059515874e-05,7.981606059515874e-05
everybodi,97883,3382,94501,0.03455145428726132,0.004932887324563053,0.037701274636006046,0.14276931105564913,0.08870955000224626,0.9256489187435344,0.0011829138314241115,0.0028295936125955256,0.004468752359809932,0.0016391587472144066,0.0016391587472144066,-2.6235957824221076e-05,2.6235957824221076e-05
everyday,97883,1266,96617,0.012933808730831707,0.0017221288449652,0.020625312497518207,0.13314939789236072,0.09077618643572065,0.9720924763357136,0.0008639534080349516,0.0046272891368681,0.0014650306941954396,-0.00316225844267266,0.00316225844267266,-1.621438530542304e-05,1.621438530542304e-05
everyon,97883,3924,93959,0.04008867729840728,0.00494982886037822,0.03256749852505569,0.12347199244148861,0.088470960882961,0.9916456247303717,0.0012891166513905093,0.0009936847523220143,0.005583395048128719,0.004589710295806704,0.004589710295806704,5.6139616235054845e-05,5.6139616235054845e-05
everyth,97883,12223,85660,0.12487357355209791,0.013210104589787712,0.049482733072608864,0.10578783175670382,0.072542085641946,1.0,0.0032164862874033023,0.00566652629757596,0.014429556125659439,0.008763029828083479,0.008763029828083479,0.00016368290476724532,0.00016368290476724532
everywher,97883,1472,96411,0.015038362126211907,0.00199401284615604,0.021462281690864796,0.13259508112791552,0.0994310849288387,0.9415718031915028,0.0008821312866754798,0.001126566819186823,0.002002783349927118,0.0008762165307402948,0.0008762165307402948,-1.3853874859813761e-05,1.3853874859813761e-05
evil,97883,1548,96335,0.015814799301206543,0.002444309987581837,0.025479766561411033,0.15455839438919441,0.1116826130132959,0.9430244093399524,0.001173451690167295,0.004155657903223659,0.0022204835073234654,-0.0019351743959001937,0.0019351743959001937,9.665986688817945e-06,9.665986688817945e-06
excus,97883,772,97111,0.00788696709336657,0.0011362199645530923,0.01644046105484622,0.14406297770770768,0.1050158339248202,0.9866673973989402,0.0004055669474623321,0.0005115050163219651,0.0013342628530613836,0.0008227578367394184,0.0008227578367394184,1.7335556967551685e-05,1.7335556967551685e-05
exist,97883,1589,96294,0.016233666724558914,0.002323333646733458,0.02235159232304701,0.14311822992020834,0.1161153748574318,0.8094259054818927,0.0008221670896617043,0.0,0.002367726546469607,0.002367726546469607,0.002367726546469607,3.7721629462880555e-05,3.7721629462880555e-05
expect,97883,1200,96683,0.012259534342020576,0.0016608106944427318,0.01924545418060678,0.13547094433678158,0.1044927948153303,0.902136689664528,0.0005667451162714511,0.0,0.0019823278057947975,0.0019823278057947975,0.0019823278057947975,2.3353104121001966e-05,2.3353104121001966e-05
explain,97883,1351,96532,0.013802192413391498,0.0017952313078933972,0.019316876495990808,0.1300685611476902,0.1018225364006127,0.8931533120545101,0.0006395771864110291,0.0,0.0018615920776577362,0.0018615920776577362,0.0018615920776577362,4.073898789905161e-06,4.073898789905161e-06
eye,97883,19152,78731,0.1956621680986484,0.016432245692623006,0.047608628964060866,0.08398274358453517,0.060712149067063306,0.970097749275916,0.0022941585801487135,0.0111522481396383,0.015696378723712576,0.004544130584074277,0.004544130584074277,7.906178728400879e-05,7.906178728400879e-05
face,97883,11593,86290,0.11843731802253711,0.010132857881066593,0.03725112249930636,0.08555460432782207,0.0642131983953726,0.9745988881159572,0.0019009631833295554,0.004434970602139998,0.00982367477400672,0.0053887041718667225,0.0053887041718667225,6.598882232914459e-05,6.598882232914459e-05
fact,97883,1267,96616,0.012944025009450058,0.0014350679908631408,0.016087292088142583,0.11086721400920033,0.0841681743651616,0.8184283289147608,0.0004825244761457937,0.0,0.001447951614989421,0.001447951614989421,0.001447951614989421,7.762804573171346e-06,7.762804573171346e-06
fade,97883,3726,94157,0.038065854131973886,0.004546652415362656,0.030238393239244432,0.11944175479681773,0.08675201921261916,0.8295596676514088,0.0010177400042337462,0.007305146003818757,0.005198267057370604,-0.002106878946448153,0.002106878946448153,3.187416186152841e-05,3.187416186152841e-05
fail,97883,1443,96440,0.014742090046279742,0.0019858394520431604,0.020596002911340908,0.13470542140286948,0.10533461573006,0.9380626614183674,0.0006447176583398815,0.0002541362551708434,0.00192798660903769,0.0016738503538668466,0.0016738503538668466,2.8294719745400826e-05,2.8294719745400826e-05
fair,97883,899,96984,0.009184434477897081,0.0012755269034148814,0.017103925741690524,0.13887919898438136,0.103399314709047,0.9065332061092376,0.000786642882658437,0.004050363227633149,0.0010521141206799956,-0.0029982491069531535,0.0029982491069531535,-2.834067708955667e-05,2.834067708955667e-05
faith,97883,2457,95426,0.025101396565287128,0.003302642746703762,0.027341399195806696,0.1315720716221426,0.0954488850362186,0.9712752168114548,0.0012669713353545514,0.0011852939136042268,0.003307486133245419,0.0021221922196411926,0.0021221922196411926,5.9781805924294554e-05,5.9781805924294554e-05
fake,97883,1442,96441,0.014731873767661392,0.0018268720610249139,0.020014265665270817,0.12400812617843386,0.088555253174634,0.8420235431390081,0.0006362881837262181,0.0003533224140133951,0.0026678104236548955,0.0023144880096415002,0.0023144880096415002,3.10058976047303e-05,3.10058976047303e-05
fall,97883,15376,82507,0.15708550003575697,0.015857516370196383,0.052930393713315635,0.10094831392195189,0.06971144595161476,0.9396607866393836,0.0029044101209807697,0.01456152721054686,0.01607937453898282,0.00151784732843596,0.00151784732843596,0.00013140388511000386,0.00013140388511000386
fame,97883,759,97124,0.007754155471328014,0.0009919098251465273,0.015428003089458435,0.127919775250089,0.0928721140616258,0.9912390568384228,0.0002953613619989689,0.0004075796880476379,0.0011251410911147655,0.0007175614030671277,0.0007175614030671277,6.723571810032422e-06,6.723571810032422e-06
famili,97883,1351,96532,0.013802192413391498,0.0016436313329518577,0.018836181573208828,0.11908480071304714,0.0863215575607769,0.9857896285185558,0.0005591995308231063,0.0005698589097467458,0.0018356853795300037,0.0012658264697832577,0.0012658264697832577,1.7590551164111038e-05,1.7590551164111038e-05
fantasi,97883,851,97032,0.008694053104216257,0.001235385412790391,0.017480304646818233,0.14209545283215258,0.0995436764994295,0.8466865095223585,0.0007107735721012872,0.0002802412383175104,0.001046635940085558,0.0007663947017680476,0.0007663947017680476,4.087392979888544e-06,4.087392979888544e-06
far,97883,6829,91054,0.06976696668471542,0.007700821777825013,0.037793977757425344,0.11037919725858042,0.0811618773948721,0.884395304663203,0.0015511026094949692,0.003390113820642471,0.007406568768380332,0.004016454947737861,0.004016454947737861,7.50371673870875e-05,7.50371673870875e-05
fast,97883,3346,94537,0.034183668257000706,0.003867696371417374,0.02777875028887337,0.11314456781932061,0.0802219667346448,0.962315123202357,0.0007730054333453389,0.004913609472384242,0.003530568282924328,-0.0013830411894599141,0.0013830411894599141,1.20813675777645e-05,1.20813675777645e-05
fate,97883,1846,96037,0.018859250329474987,0.0025120139411510672,0.022334831369942458,0.1331979743237757,0.1066671027666941,0.9119743905646488,0.0006839280504372929,0.0008305984303250202,0.002401244941219251,0.0015706465108942308,0.0015706465108942308,2.9200241794019494e-05,2.9200241794019494e-05
father,97883,1939,95944,0.01980936424098158,0.0026578247485782224,0.02419628839855141,0.1341701185482631,0.1030577998242225,0.8969332663312106,0.0006064247424864951,0.0009591339180962489,0.002592076084520655,0.001632942166424406,0.001632942166424406,1.2871691004294377e-05,1.2871691004294377e-05
fault,97883,906,96977,0.009255948428225535,0.0014911363777709323,0.02078025765383284,0.16110033340546592,0.1118407035068553,0.997083693037776,0.0005336554017208401,0.0,0.0021292866058710714,0.0021292866058710714,0.0021292866058710714,2.6152762735937137e-05,2.6152762735937137e-05
favorit,97883,788,97095,0.008050427551260179,0.0011205126243525553,0.016707308428416258,0.1391867223470827,0.10010351896123,0.8112955742780932,0.0003087636650935018,0.0007284763886190169,0.001421597527751521,0.0006931211391325041,0.0006931211391325041,6.163494089858597e-06,6.163494089858597e-06
fear,97883,5835,92048,0.05961198573807505,0.006580459504498509,0.03411456228283833,0.11038819497494903,0.0846287835086804,0.9587329974313394,0.0021965199878807773,0.0006255059277764048,0.006589855834382598,0.005964349906606194,0.005964349906606194,0.00010334028304149581,0.00010334028304149581
feed,97883,1680,96203,0.017163348078828806,0.0022418003515032488,0.02140034932037252,0.1306155617894003,0.09970838521012809,0.9053800196267588,0.0007941046965287077,0.00030314836549362353,0.0023106178307827374,0.0020074694652891137,0.0020074694652891137,3.71138327438559e-05,3.71138327438559e-05
feel,97883,29703,68180,0.3034541238008643,0.027120854342382067,0.06290381268543525,0.08937382034122426,0.060278735458617,1.0,0.005145559124034843,0.015613508488972602,0.03068751220100778,0.015074003712035178,0.015074003712035178,0.0002765212848870669,0.0002765212848870669
feelin,97883,1200,96683,0.012259534342020576,0.0015520128960658094,0.01964589122763472,0.126596398588008,0.08273351039305785,0.8685436002099653,0.0011439347665507093,0.003890155443107247,0.0014847379618581598,-0.002405417481249087,0.002405417481249087,-5.060033314605311e-05,5.060033314605311e-05
field,97883,1148,96735,0.011728287853866351,0.001740782423674309,0.020217373781310565,0.14842596339417455,0.1188498558182548,0.952003400782762,0.0010855994853720564,0.0,0.0014628019652895403,0.0014628019652895403,0.0014628019652895403,1.764092914019329e-07,1.764092914019329e-07
fight,97883,6231,91652,0.06365763207094184,0.007189880508195688,0.0384875900768409,0.1129460879126494,0.078423665168201,0.945116794640318,0.002311623915174821,0.001389462452283413,0.007747261059301874,0.006357798607018461,0.006357798607018461,8.945464872383424e-05,8.945464872383424e-05
figur,97883,1389,96494,0.014190411000888817,0.0018215901228056817,0.01968188829747181,0.12836767889891185,0.0932098484329708,0.9733566564867676,0.0005353273109833885,0.0011242523718031942,0.002166829809074384,0.00104257743727119,0.00104257743727119,2.8216829341162347e-05,2.8216829341162347e-05
fill,97883,3521,94362,0.03597151701521204,0.0038660122355423793,0.02505310088197342,0.1074742617584762,0.0858862673947988,0.7687597268134674,0.0006461964315446038,0.003635641099469858,0.003804259483793704,0.0001686183843238459,0.0001686183843238459,-1.2746895590448613e-05,1.2746895590448613e-05
final,97883,3157,94726,0.03225279159813246,0.0038030071180506055,0.02660989839639624,0.11791249468994218,0.0910177009151023,0.932560325754735,0.001235829204037401,0.0004058718902236349,0.003762723381211865,0.00335685149098823,0.00335685149098823,6.05900198618281e-05,6.05900198618281e-05
find,97883,17655,80228,0.1803683990069777,0.016415375168444307,0.04894410693729597,0.0910102615470311,0.0652499081939312,0.8852047588748526,0.0026362125184569035,0.01061335108986959,0.016035809373487968,0.005422458283618379,0.005422458283618379,8.502167718549164e-05,8.502167718549164e-05
fine,97883,3515,94368,0.035910219343501935,0.004499543789465083,0.03225934731564835,0.12529981358299022,0.0867962013802798,0.9993899406530092,0.0012302380702307533,0.005763529937163146,0.004924170076686835,-0.0008393598604763105,0.0008393598604763105,-2.8022344049359163e-05,2.8022344049359163e-05
finger,97883,2187,95696,0.0223430013383325,0.0024709550030185914,0.020706550556390937,0.11059190149084078,0.0863446711391794,0.7113418216651305,0.0005053150373023458,0.002908763505563871,0.0023681774532718354,-0.0005405860522920357,0.0005405860522920357,5.620747851749208e-06,5.620747851749208e-06
fire,97883,6784,91099,0.06930723414688965,0.0085451449472303,0.04434497821498207,0.12329369440886549,0.08439622991971224,0.9681628450455212,0.002102259827462826,0.002578627030824342,0.009569684026288959,0.006991056995464617,0.006991056995464617,8.44069141049687e-05,8.44069141049687e-05
first,97883,5048,92835,0.05157177446543322,0.0052930634046596155,0.03114188334090338,0.1026348901026738,0.07336369873566129,0.9271398954982004,0.001017406874701556,0.002787743411996827,0.005682376951812463,0.0028946335398156364,0.0028946335398156364,4.8024009986110185e-05,4.8024009986110185e-05
fit,97883,1474,96409,0.015058794683448607,0.0018372797447903147,0.01940905638530096,0.12200709176343986,0.09206004420928085,0.913165856175213,0.0004856906562998401,0.0005388353224503957,0.0018790777455204245,0.0013402424230700288,0.0013402424230700288,2.1853097233875986e-05,2.1853097233875986e-05
five,97883,1753,96130,0.01790913641796839,0.0021113023494873095,0.02104844695015327,0.11788967933534875,0.0856692881596427,0.9669483703831468,0.0004559866725764286,0.0012715093261994803,0.0021004386054494597,0.0008289292792499794,0.0008289292792499794,-1.045057488412335e-05,1.045057488412335e-05
fix,97883,1369,96514,0.013986085428521807,0.0017803123975092365,0.020058151511065242,0.12729168619824444,0.0940178514689445,0.9243885684312309,0.0005400666258194418,0.0,0.0023335491882024158,0.0023335491882024158,0.0023335491882024158,2.586246702896298e-05,2.586246702896298e-05
flame,97883,2342,95541,0.023926524524176825,0.0031576669789689436,0.025844606068825146,0.13197349141862388,0.1007658607679047,0.8142012921398131,0.00072663740023258,0.0037543080478743165,0.003625010662683921,-0.00012929738519039564,0.00012929738519039564,2.3267625159097608e-05,2.3267625159097608e-05
flash,97883,969,96914,0.009899573981181615,0.0013177404359225437,0.017334921992932257,0.13311082258968662,0.1043627126951311,0.9647554910799754,0.0007933116909157739,0.0019885471864115297,0.0011287436471992909,-0.0008598035392122388,0.0008598035392122388,-9.103046423042979e-06,9.103046423042979e-06
flesh,97883,1305,96578,0.013332243596947376,0.002085635316961696,0.021860027100860914,0.15643543427598594,0.1254682054809579,0.7764807918157552,0.0011006602041239053,0.0005363024344033584,0.0017481771487318578,0.0012118747143284995,0.0012118747143284995,3.6592633631198764e-05,3.6592633631198764e-05
fli,97883,5621,92262,0.05742570211374805,0.007025786044630527,0.04012332374449598,0.12234567077149437,0.0845781475947878,0.988733354179422,0.001194265796146209,0.0060823365966614995,0.006643134813703662,0.0005607982170421624,0.0005607982170421624,1.0426685253151638e-05,1.0426685253151638e-05
float,97883,1391,96492,0.014210843558125517,0.0020894868798655643,0.021897221933324357,0.1470346831501661,0.1174600813985951,0.96348566360302,0.0006643400214590938,0.0008762861606836171,0.0022638042856158087,0.0013875181249321917,0.0013875181249321917,2.0004479478910725e-05,2.0004479478910725e-05
floor,97883,3493,94390,0.03568546121389823,0.0038957665330813795,0.02683594622618025,0.10916957216078003,0.0824582056064979,0.986407922486684,0.0009032192837204529,0.001922320636068147,0.004032970675926998,0.002110650039858851,0.002110650039858851,1.8633443140641904e-05,1.8633443140641904e-05
flow,97883,2092,95791,0.021372454869589202,0.0025063390612347523,0.02182131681265056,0.11726959193634857,0.09293222383180705,0.847879724372236,0.0006920083447437443,0.0,0.002685825496629227,0.002685825496629227,0.002685825496629227,2.142503226378936e-05,2.142503226378936e-05
flower,97883,2031,95852,0.020749261873869825,0.0029918123303987547,0.026317758313140517,0.14418885590173378,0.1089366676059013,0.9066355678659904,0.0009460668350312836,0.003754863869401217,0.002866791044180052,-0.000888072825221165,0.000888072825221165,-1.2585405577851887e-05,1.2585405577851887e-05
focus,97883,689,97194,0.0070390159680434805,0.0009811032877989573,0.016255494499894756,0.13938074473095113,0.0977973196621196,0.9814706012857826,0.0004136549397915487,0.0,0.001597275284849305,0.001597275284849305,0.001597275284849305,2.1814759507367177e-05,2.1814759507367177e-05
follow,97883,3884,93999,0.03968002615367326,0.005111898843307818,0.03402143491180426,0.1288280109370492,0.0930406431547789,0.8984387766567141,0.0010513190656100532,0.0034296963144683154,0.005713170105780763,0.0022834737913124473,0.0022834737913124473,5.059184035038789e-05,5.059184035038789e-05
fool,97883,3276,94607,0.03346852875371617,0.004164648793506624,0.0310096275379988,0.12443477345995387,0.08629055883257886,0.9335084065987188,0.0022962773703912322,0.01370115146007791,0.0035882011050781698,-0.01011295035499974,0.01011295035499974,-0.00010036231987115594,0.00010036231987115594
foot,97883,4484,93399,0.04580979332468355,0.0045720352841301555,0.026328562856913942,0.09980475685024799,0.07836413926003365,0.7344604893942768,0.0005076247253806856,0.004183717118165939,0.0044801467896391604,0.0002964296714732216,0.0002964296714732216,-3.0307086281258013e-06,3.0307086281258013e-06
forc,97883,1621,96262,0.01656058764034613,0.0022835595593622615,0.02157940476896028,0.13789121551453193,0.1114623950792234,0.8911116578999972,0.000904858639173034,0.0,0.00231711051997122,0.00231711051997122,0.00231711051997122,3.9979425816640565e-05,3.9979425816640565e-05
forev,97883,5183,92700,0.05295097207891054,0.007297907433723674,0.04209937317314635,0.13782386134192057,0.0967083242634521,0.9254764698461422,0.0019751051269480276,0.0025919347358459607,0.00701393283383043,0.004421998097984469,0.004421998097984469,8.904676495566111e-05,8.904676495566111e-05
forget,97883,7403,90480,0.0756311106116486,0.00839032084759567,0.03994506119873903,0.11093742746524478,0.0803572804279674,0.9255205953638592,0.0013571278789255735,0.007683257192655346,0.009077606450929596,0.0013943492582742497,0.0013943492582742497,6.090770261114419e-05,6.090770261114419e-05
forgiv,97883,1979,95904,0.0202180153857156,0.0029042919381955037,0.026610853980361077,0.1436487154049472,0.1030597802162943,0.9400549962443367,0.000872807304811938,0.00023859852376997828,0.0032596810899593494,0.003021082566189371,0.003021082566189371,4.214243486823798e-05,4.214243486823798e-05
form,97883,1051,96832,0.010737308827886354,0.0015679901258179659,0.018163100537822663,0.14603194813077067,0.1222316054297919,0.7248104700476011,0.0005408858094036529,0.00027028607233539663,0.001603002257175192,0.0013327161848397954,0.0013327161848397954,2.2515526347039535e-05,2.2515526347039535e-05
forward,97883,799,97084,0.008162806616062033,0.001253299545179909,0.017661874228003475,0.15353782150293496,0.1186440328827353,0.9345581905254472,0.0003405558265979243,0.00047148004005924464,0.0015534284491050153,0.0010819484090457707,0.0010819484090457707,1.4887736833165763e-05,1.4887736833165763e-05
four,97883,2167,95716,0.02213867576596549,0.002470672999693605,0.02208070760281763,0.11159985474342829,0.0824871417824682,0.9662794840392108,0.0006843202767031407,0.0026128979059434274,0.002409913275632758,-0.00020298463031066935,0.00020298463031066935,-8.836221333406933e-06,8.836221333406933e-06
freak,97883,754,97129,0.007703074078236262,0.0011556784227836512,0.018795589814613482,0.1500282109513689,0.09291823163588811,0.966126760953441,0.0004412399061285918,0.0,0.0013520863811812378,0.0013520863811812378,0.0013520863811812378,1.738569890818692e-05,1.738569890818692e-05
free,97883,6121,91762,0.06253384142292329,0.0074595093600194765,0.04022001089058584,0.11928755998803896,0.0834598119768814,0.9753945281485872,0.0016367251259445624,0.003707302483344431,0.007286205382339303,0.003578902898994872,0.003578902898994872,-2.284422728447806e-06,2.284422728447806e-06
freedom,97883,1249,96634,0.012760131994319749,0.001989853769127504,0.022840381172317972,0.15594303961850078,0.1137562353301606,0.8530840073701376,0.0007656813679986006,0.0,0.0018986934975972758,0.0018986934975972758,0.0018986934975972758,-6.218164909588567e-06,6.218164909588567e-06
freez,97883,993,96890,0.010144764668022027,0.001375739033733275,0.017150001552515046,0.13561073901199813,0.1082558556393288,0.9169454088344968,0.0003306900684584385,0.00024854046918431526,0.0013758562507718267,0.0011273157815875113,0.0011273157815875113,9.567193689648201e-06,9.567193689648201e-06
friend,97883,8723,89160,0.08911659838787124,0.008999126417420568,0.04083671935784264,0.10098148470897368,0.0702076207921789,0.9848403575082758,0.0016634050152198974,0.006440716397391892,0.008818848609277629,0.002378132211885737,0.002378132211885737,-1.6941626308709487e-05,1.6941626308709487e-05
