feature,n_tracks,n_nonzero_tracks,n_zero_tracks,nonzero_share,mean_tfidf,std_tfidf,mean_nonzero_tfidf,median_nonzero_tfidf,max_tfidf
demon,97883,1117,96766,0.011411583216697486,0.0016892446152512678,0.020801178630893664,0.1480289442029005,0.1015992526775069,0.9277124925490648
deni,97883,1494,96389,0.015263120255815617,0.0021396505092569967,0.02155127846270262,0.14018434457670856,0.10879837070586759,0.9736533831198216
desert,97883,961,96922,0.00981784375223481,0.0014479383716170541,0.01800788978356934,0.14748028265243712,0.1185922673098823,0.7858829681205437
deserv,97883,1161,96722,0.011861099475904907,0.0016561423944023656,0.019858467586445393,0.13962806717595755,0.103940798086189,0.8744895318979602
desir,97883,1962,95921,0.02004433864920364,0.0028342962169106752,0.025730982134063603,0.14140133363907625,0.1055241380210431,0.9528588515568436
desper,97883,801,97082,0.008183239173298735,0.0011826356781739116,0.016150650776401213,0.14451926103208113,0.1122941501923003,0.7761211218104823
destini,97883,922,96961,0.009419408886119142,0.0013735629204962832,0.017427840336850436,0.14582262402053978,0.11305988568295915,0.843066965028171
destroy,97883,1173,96710,0.011983694819325113,0.0019629040974946214,0.022942008844503255,0.16379790432656952,0.1225674048857646,0.99916671409864
devil,97883,1655,96228,0.016907941113370045,0.0024255203860176744,0.025289561860237474,0.1434545087278357,0.0974944559516303,0.9649023293869816
diamond,97883,1272,96611,0.01299510640254181,0.001694672840615411,0.020891506826302374,0.13040853903927538,0.0875503381950486,0.9436323056547248
dick,97883,663,97220,0.006773392723966368,0.0007760797555576058,0.013593959247869295,0.11457769941665931,0.0757743544622552,0.906479981768021
die,97883,10020,87863,0.1023671117558718,0.011409742864517038,0.046282723648309536,0.1114590679448624,0.08034599157873909,0.9234047711791804
differ,97883,3446,94437,0.03520529611883575,0.004002925954758467,0.027834269379008927,0.11370237992734274,0.08422692772523105,0.8948411810792013
dig,97883,1118,96765,0.011421799495315837,0.0016498118852656856,0.020949071912535033,0.14444412948610116,0.10125284324267735,0.9707028735208982
direct,97883,1096,96787,0.011197041365712125,0.0015153182904903654,0.01798624161126835,0.13533202575553685,0.1061754032779136,0.79795244979245
dirt,97883,826,97057,0.008438646138757496,0.0011701592562539374,0.016267160649486988,0.13866670518148205,0.10587280021333745,0.8383135196340095
dirti,97883,1367,96516,0.013965652871285105,0.0018461076626601373,0.021756843383014802,0.1321891414368414,0.0898787146950072,0.8857612851705726
disappear,97883,1860,96023,0.019002278230131894,0.002428926580625216,0.022199666533882296,0.12782291424265485,0.0998892820878693,0.9074516429008396
distanc,97883,1158,96725,0.011830450640049856,0.0016869054275462309,0.01903800300611454,0.14259012432168197,0.11181375417994585,0.7676068426104968
do,97883,5664,92219,0.05786500209433712,0.006300242372260988,0.03483013778053205,0.1088782881574898,0.07827923879134044,0.9578130832683156
doctor,97883,661,97222,0.006752960166729667,0.0010646296655553449,0.018533405214629727,0.15765377542141273,0.1090587351668586,0.9406333463208656
dog,97883,1647,96236,0.01682621088442324,0.0023577334545201137,0.025422505581250397,0.14012266164468262,0.0980477150161965,1.0
dollar,97883,780,97103,0.007968697322313374,0.0009740000426763644,0.01474632419971916,0.12222826432985971,0.0881194793164217,0.936775345802338
doo,97883,150,97733,0.001532441792752572,0.000700675937409183,0.02187732750015798,0.4572284185428204,0.3727094670375938,0.9893217892253776
door,97883,5774,92109,0.05898879274235567,0.005508774637571707,0.028523069760402833,0.09338680080523576,0.0718701199512098,0.7618302815542245
doubt,97883,2186,95697,0.022332785059714148,0.0025672617436108976,0.021503919927205094,0.11495484046196958,0.08908947525030414,0.7017460269425052
drag,97883,1243,96640,0.012698834322609646,0.00184730142029979,0.020799135645881473,0.14547015681673722,0.1099519275780593,0.9308576196823662
draw,97883,1724,96159,0.017612864338036226,0.00223564675322656,0.02090875078626735,0.12693260507312956,0.10038799260691135,0.8448411181230633
dream,97883,13413,84470,0.13703094510793498,0.014247666658333097,0.05154628337875919,0.10397408152669935,0.0713409378317403,0.9578799976813398
dress,97883,2155,95728,0.022016080422545284,0.002433540456214829,0.020840281399396216,0.1105346823553021,0.0870427779095541,0.8999451429990774
dri,97883,1800,96083,0.018389301513030865,0.002346839121169819,0.021653775015814624,0.12761980760970298,0.1008794003601298,0.8758725882205064
drift,97883,1088,96795,0.011115311136765322,0.0016959066991535981,0.020054174328127138,0.1525739296261504,0.11942089524075675,0.8888773467515402
drink,97883,3754,94129,0.0383519099332877,0.0042089696748315855,0.028393673244083466,0.10974602522150775,0.0801069858429877,0.9322864723323434
drive,97883,3851,94032,0.0393428889592677,0.0044484571285629635,0.029898335336415695,0.113068898757499,0.0810289952675398,0.9427002663986134
drop,97883,2641,95242,0.026981191831063615,0.0030020959602842442,0.02450272937474341,0.11126624720958071,0.0785509260769841,0.9280226120631868
drown,97883,2317,95566,0.02367111755871806,0.0031637309648378776,0.026439982726600218,0.13365363747571254,0.0978749979192623,0.8576695249560726
drug,97883,1106,96777,0.01129920415189563,0.001567522507480113,0.02055758623500896,0.13872857649156953,0.0918760894044224,0.9654355387024802
drum,97883,822,97061,0.008397781024284094,0.0012076999578571977,0.017272611729733663,0.14381179437340155,0.10535759625671515,0.867541851263733
drunk,97883,1067,96816,0.010900769285779962,0.0014759222326933938,0.0189929270918752,0.1353961536108036,0.0986804902197109,0.9709043098824036
dust,97883,1611,96272,0.016458424854162622,0.002355673117048887,0.023488541938357317,0.14312870994171087,0.1072069397156512,0.8876169480440089
ear,97883,1651,96232,0.01686707599889664,0.0019906421146708903,0.018781883510986953,0.1180193955846946,0.0939871959953076,0.6833569746915586
earli,97883,943,96940,0.009633950737104503,0.00134176503285529,0.0175651472885864,0.13927464126296327,0.107488724974219,0.9710533516237616
earth,97883,2792,95091,0.02852384990243454,0.003993599688728775,0.02961840814598658,0.14000913980366714,0.10808114553105244,0.91879196287916
easi,97883,3719,94164,0.037994340181645436,0.004893491210664464,0.03440448151110293,0.12879526759168317,0.088746889344621,0.95123684693062
eat,97883,2616,95267,0.026725784865604854,0.0030933055648829587,0.025623464554708698,0.11574236567562639,0.08335130212656569,0.9660055447015492
echo,97883,982,96901,0.010032385603220171,0.0015622962836480407,0.019618302329671353,0.15572530257873848,0.12080650689623815,0.8336297373101136
edg,97883,1466,96417,0.014977064454501803,0.002104215638383467,0.022207440519696326,0.1404958658471275,0.1030523725464147,0.916592142062277
eh,97883,398,97485,0.004066078890103491,0.0011836957169488978,0.025704572609859665,0.29111479362338943,0.17190919133946955,0.9890106311733124
electr,97883,564,97319,0.005761981140749671,0.001126241550668942,0.020685963137174072,0.1954608186243405,0.12461539739537965,0.969678365245092
els,97883,4817,93066,0.04921181410459426,0.0056877156917467565,0.032851133642467494,0.11557622484020087,0.0841268006894733,0.796450717989479
embrac,97883,1039,96844,0.010614713484466149,0.0015199711694238356,0.017738767206098353,0.14319474299972407,0.1197475460356682,0.9002185022105346
emot,97883,1315,96568,0.01343440638313088,0.001857488471575999,0.020462949201478866,0.1382635316070521,0.1038811403650143,1.0
empti,97883,3478,94405,0.03553221703462297,0.004051015757688149,0.02659857879813853,0.11400965365433845,0.08808966480305644,0.8682097389230503
end,97883,11649,86234,0.11900942962516474,0.011901077187983803,0.04498937338601841,0.1000011278557317,0.0709437651022063,0.9395449040009788
endless,97883,1340,96543,0.013689813348589644,0.002044177233422868,0.021095331022694477,0.14932104487994824,0.12341761168074085,0.9862142421904068
enemi,97883,1271,96612,0.012984890123923459,0.001839030407743295,0.021393423767987828,0.1416284920543957,0.1025470822934664,0.9191150433535346
enjoy,97883,851,97032,0.008694053104216257,0.001274663104818888,0.017779133401280445,0.14661321820092504,0.1085910193920305,0.9528907856970004
enough,97883,5816,92067,0.05941787644432639,0.007137957491407342,0.04020572222760813,0.12013148093731514,0.08058984875858505,0.9426586912281332
enter,97883,848,97035,0.008663404268361206,0.0013620453446785623,0.017797863735993635,0.1572182599919478,0.12655353552869458,0.75866585247727
eras,97883,990,96893,0.010114115832166974,0.0014244800409688883,0.017232359669290157,0.14084078772743205,0.11203733708746841,0.761150547650038
escap,97883,2143,95740,0.02189348507912508,0.002833513623776511,0.024023420494226913,0.1294226850378517,0.099648553839137,0.90631499531827
etern,97883,1607,96276,0.01641755973968922,0.00259599936758043,0.024295146600890032,0.15812333920154029,0.1309066994207912,0.7585324949954991
even,97883,11642,86241,0.11893791567483629,0.011037004077584902,0.04046472797840904,0.09279634685846444,0.0677655120180822,0.9632223922087536
ever,97883,10397,87486,0.10621864879498993,0.01112520316636312,0.0452257014743934,0.10473869977234983,0.0730377877449959,0.9599816571398158
everi,97883,13098,84785,0.1338128173431546,0.012621837095738482,0.044996037270230785,0.09432457477799434,0.06641366967584855,0.9383474529803436
everybodi,97883,3382,94501,0.03455145428726132,0.004932887324563053,0.037701274636006046,0.14276931105564913,0.08870955000224626,0.9256489187435344
everyday,97883,1266,96617,0.012933808730831707,0.0017221288449652,0.020625312497518207,0.13314939789236072,0.09077618643572065,0.9720924763357136
everyon,97883,3924,93959,0.04008867729840728,0.00494982886037822,0.03256749852505569,0.12347199244148861,0.088470960882961,0.9916456247303717
everyth,97883,12223,85660,0.12487357355209791,0.013210104589787712,0.049482733072608864,0.10578783175670382,0.072542085641946,1.0
everywher,97883,1472,96411,0.015038362126211907,0.00199401284615604,0.021462281690864796,0.13259508112791552,0.0994310849288387,0.9415718031915028
evil,97883,1548,96335,0.015814799301206543,0.002444309987581837,0.025479766561411033,0.15455839438919441,0.1116826130132959,0.9430244093399524
excus,97883,772,97111,0.00788696709336657,0.0011362199645530923,0.01644046105484622,0.14406297770770768,0.1050158339248202,0.9866673973989402
exist,97883,1589,96294,0.016233666724558914,0.002323333646733458,0.02235159232304701,0.14311822992020834,0.1161153748574318,0.8094259054818927
expect,97883,1200,96683,0.012259534342020576,0.0016608106944427318,0.01924545418060678,0.13547094433678158,0.1044927948153303,0.902136689664528
explain,97883,1351,96532,0.013802192413391498,0.0017952313078933972,0.019316876495990808,0.1300685611476902,0.1018225364006127,0.8931533120545101
eye,97883,19152,78731,0.1956621680986484,0.016432245692623006,0.047608628964060866,0.08398274358453517,0.060712149067063306,0.970097749275916
face,97883,11593,86290,0.11843731802253711,0.010132857881066593,0.03725112249930636,0.08555460432782207,0.0642131983953726,0.9745988881159572
fact,97883,1267,96616,0.012944025009450058,0.0014350679908631408,0.016087292088142583,0.11086721400920033,0.0841681743651616,0.8184283289147608
fade,97883,3726,94157,0.038065854131973886,0.004546652415362656,0.030238393239244432,0.11944175479681773,0.08675201921261916,0.8295596676514088
fail,97883,1443,96440,0.014742090046279742,0.0019858394520431604,0.020596002911340908,0.13470542140286948,0.10533461573006,0.9380626614183674
fair,97883,899,96984,0.009184434477897081,0.0012755269034148814,0.017103925741690524,0.13887919898438136,0.103399314709047,0.9065332061092376
faith,97883,2457,95426,0.025101396565287128,0.003302642746703762,0.027341399195806696,0.1315720716221426,0.0954488850362186,0.9712752168114548
fake,97883,1442,96441,0.014731873767661392,0.0018268720610249139,0.020014265665270817,0.12400812617843386,0.088555253174634,0.8420235431390081
fall,97883,15376,82507,0.15708550003575697,0.015857516370196383,0.052930393713315635,0.10094831392195189,0.06971144595161476,0.9396607866393836
fame,97883,759,97124,0.007754155471328014,0.0009919098251465273,0.015428003089458435,0.127919775250089,0.0928721140616258,0.9912390568384228
famili,97883,1351,96532,0.013802192413391498,0.0016436313329518577,0.018836181573208828,0.11908480071304714,0.0863215575607769,0.9857896285185558
fantasi,97883,851,97032,0.008694053104216257,0.001235385412790391,0.017480304646818233,0.14209545283215258,0.0995436764994295,0.8466865095223585
far,97883,6829,91054,0.06976696668471542,0.007700821777825013,0.037793977757425344,0.11037919725858042,0.0811618773948721,0.884395304663203
fast,97883,3346,94537,0.034183668257000706,0.003867696371417374,0.02777875028887337,0.11314456781932061,0.0802219667346448,0.962315123202357
fate,97883,1846,96037,0.018859250329474987,0.0025120139411510672,0.022334831369942458,0.1331979743237757,0.1066671027666941,0.9119743905646488
father,97883,1939,95944,0.01980936424098158,0.0026578247485782224,0.02419628839855141,0.1341701185482631,0.1030577998242225,0.8969332663312106
fault,97883,906,96977,0.009255948428225535,0.0014911363777709323,0.02078025765383284,0.16110033340546592,0.1118407035068553,0.997083693037776
favorit,97883,788,97095,0.008050427551260179,0.0011205126243525553,0.016707308428416258,0.1391867223470827,0.10010351896123,0.8112955742780932
fear,97883,5835,92048,0.05961198573807505,0.006580459504498509,0.03411456228283833,0.11038819497494903,0.0846287835086804,0.9587329974313394
feed,97883,1680,96203,0.017163348078828806,0.0022418003515032488,0.02140034932037252,0.1306155617894003,0.09970838521012809,0.9053800196267588
feel,97883,29703,68180,0.3034541238008643,0.027120854342382067,0.06290381268543525,0.08937382034122426,0.060278735458617,1.0
feelin,97883,1200,96683,0.012259534342020576,0.0015520128960658094,0.01964589122763472,0.126596398588008,0.08273351039305785,0.8685436002099653
field,97883,1148,96735,0.011728287853866351,0.001740782423674309,0.020217373781310565,0.14842596339417455,0.1188498558182548,0.952003400782762
fight,97883,6231,91652,0.06365763207094184,0.007189880508195688,0.0384875900768409,0.1129460879126494,0.078423665168201,0.945116794640318
figur,97883,1389,96494,0.014190411000888817,0.0018215901228056817,0.01968188829747181,0.12836767889891185,0.0932098484329708,0.9733566564867676
fill,97883,3521,94362,0.03597151701521204,0.0038660122355423793,0.02505310088197342,0.1074742617584762,0.0858862673947988,0.7687597268134674
final,97883,3157,94726,0.03225279159813246,0.0038030071180506055,0.02660989839639624,0.11791249468994218,0.0910177009151023,0.932560325754735
find,97883,17655,80228,0.1803683990069777,0.016415375168444307,0.04894410693729597,0.0910102615470311,0.0652499081939312,0.8852047588748526
fine,97883,3515,94368,0.035910219343501935,0.004499543789465083,0.03225934731564835,0.12529981358299022,0.0867962013802798,0.9993899406530092
finger,97883,2187,95696,0.0223430013383325,0.0024709550030185914,0.020706550556390937,0.11059190149084078,0.0863446711391794,0.7113418216651305
fire,97883,6784,91099,0.06930723414688965,0.0085451449472303,0.04434497821498207,0.12329369440886549,0.08439622991971224,0.9681628450455212
first,97883,5048,92835,0.05157177446543322,0.0052930634046596155,0.03114188334090338,0.1026348901026738,0.07336369873566129,0.9271398954982004
fit,97883,1474,96409,0.015058794683448607,0.0018372797447903147,0.01940905638530096,0.12200709176343986,0.09206004420928085,0.913165856175213
five,97883,1753,96130,0.01790913641796839,0.0021113023494873095,0.02104844695015327,0.11788967933534875,0.0856692881596427,0.9669483703831468
fix,97883,1369,96514,0.013986085428521807,0.0017803123975092365,0.020058151511065242,0.12729168619824444,0.0940178514689445,0.9243885684312309
flame,97883,2342,95541,0.023926524524176825,0.0031576669789689436,0.025844606068825146,0.13197349141862388,0.1007658607679047,0.8142012921398131
flash,97883,969,96914,0.009899573981181615,0.0013177404359225437,0.017334921992932257,0.13311082258968662,0.1043627126951311,0.9647554910799754
flesh,97883,1305,96578,0.013332243596947376,0.002085635316961696,0.021860027100860914,0.15643543427598594,0.1254682054809579,0.7764807918157552
fli,97883,5621,92262,0.05742570211374805,0.007025786044630527,0.04012332374449598,0.12234567077149437,0.0845781475947878,0.988733354179422
float,97883,1391,96492,0.014210843558125517,0.0020894868798655643,0.021897221933324357,0.1470346831501661,0.1174600813985951,0.96348566360302
floor,97883,3493,94390,0.03568546121389823,0.0038957665330813795,0.02683594622618025,0.10916957216078003,0.0824582056064979,0.986407922486684
flow,97883,2092,95791,0.021372454869589202,0.0025063390612347523,0.02182131681265056,0.11726959193634857,0.09293222383180705,0.847879724372236
flower,97883,2031,95852,0.020749261873869825,0.0029918123303987547,0.026317758313140517,0.14418885590173378,0.1089366676059013,0.9066355678659904
focus,97883,689,97194,0.0070390159680434805,0.0009811032877989573,0.016255494499894756,0.13938074473095113,0.0977973196621196,0.9814706012857826
follow,97883,3884,93999,0.03968002615367326,0.005111898843307818,0.03402143491180426,0.1288280109370492,0.0930406431547789,0.8984387766567141
fool,97883,3276,94607,0.03346852875371617,0.004164648793506624,0.0310096275379988,0.12443477345995387,0.08629055883257886,0.9335084065987188
foot,97883,4484,93399,0.04580979332468355,0.0045720352841301555,0.026328562856913942,0.09980475685024799,0.07836413926003365,0.7344604893942768
forc,97883,1621,96262,0.01656058764034613,0.0022835595593622615,0.02157940476896028,0.13789121551453193,0.1114623950792234,0.8911116578999972
forev,97883,5183,92700,0.05295097207891054,0.007297907433723674,0.04209937317314635,0.13782386134192057,0.0967083242634521,0.9254764698461422
forget,97883,7403,90480,0.0756311106116486,0.00839032084759567,0.03994506119873903,0.11093742746524478,0.0803572804279674,0.9255205953638592
forgiv,97883,1979,95904,0.0202180153857156,0.0029042919381955037,0.026610853980361077,0.1436487154049472,0.1030597802162943,0.9400549962443367
form,97883,1051,96832,0.010737308827886354,0.0015679901258179659,0.018163100537822663,0.14603194813077067,0.1222316054297919,0.7248104700476011
forward,97883,799,97084,0.008162806616062033,0.001253299545179909,0.017661874228003475,0.15353782150293496,0.1186440328827353,0.9345581905254472
four,97883,2167,95716,0.02213867576596549,0.002470672999693605,0.02208070760281763,0.11159985474342829,0.0824871417824682,0.9662794840392108
freak,97883,754,97129,0.007703074078236262,0.0011556784227836512,0.018795589814613482,0.1500282109513689,0.09291823163588811,0.966126760953441
free,97883,6121,91762,0.06253384142292329,0.0074595093600194765,0.04022001089058584,0.11928755998803896,0.0834598119768814,0.9753945281485872
freedom,97883,1249,96634,0.012760131994319749,0.001989853769127504,0.022840381172317972,0.15594303961850078,0.1137562353301606,0.8530840073701376
freez,97883,993,96890,0.010144764668022027,0.001375739033733275,0.017150001552515046,0.13561073901199813,0.1082558556393288,0.9169454088344968
friend,97883,8723,89160,0.08911659838787124,0.008999126417420568,0.04083671935784264,0.10098148470897368,0.0702076207921789,0.9848403575082758
front,97883,2261,95622,0.023099005956090435,0.0024944954278426647,0.021327778120052463,0.10799146216874109,0.082340039892489,0.8064143669868344
fuck,97883,4910,92973,0.05016192801610086,0.007331933008144521,0.04426699034990737,0.14616529503792466,0.09852675155586019,0.962121608670625
fuckin,97883,734,97149,0.007498748505869252,0.0009492094785322801,0.01528073201623474,0.12658238608606973,0.07930391246825616,0.8562808911328792
full,97883,3527,94356,0.03603281468692214,0.0038167903974939098,0.02567895151252374,0.10592540246041857,0.0808813770727852,0.848103730682889
fun,97883,2436,95447,0.024886854714301767,0.003083481954423478,0.026875640652572905,0.12390002633203337,0.08647363588038634,0.957115503927863
funni,97883,1267,96616,0.012944025009450058,0.00158493830317041,0.01799547563906053,0.12244555321959685,0.0909986563767579,0.8552433810788225
futur,97883,2576,95307,0.026317133720870835,0.0032691409588752785,0.02611131295517211,0.12422101105496464,0.09419771528359115,0.975788086455707
game,97883,4156,93727,0.042458853937864596,0.004197785660897525,0.02728321123532819,0.09886714481367481,0.07107391956562009,0.8760076371009422
garden,97883,874,97009,0.00892902751243832,0.001513200149265389,0.02024555831642243,0.16946975996629757,0.13092454586482835,0.9396262865178188
gate,97883,908,96975,0.009276380985462235,0.0012993215730924543,0.016234819555702152,0.14006772416190386,0.11467212638284996,0.7050475183629173
get,97883,40529,57354,0.4140555561231266,0.042007970230154894,0.08055213136431913,0.10145491253271118,0.0686677720134171,1.0
gettin,97883,956,96927,0.009766762359143059,0.001200087869158034,0.017376764780111378,0.12287468713053958,0.0808468351287886,0.9783810252583196
ghost,97883,1765,96118,0.018031731761388597,0.002796875853261679,0.027424254151017433,0.15510855475626797,0.1087879736421082,0.9746097937572524
gift,97883,878,97005,0.00896989262691172,0.0012308129850508753,0.015885679563969524,0.13721602211359318,0.11007249220130735,0.7156274895010409
girl,97883,9657,88226,0.09865860261741058,0.012350078301743546,0.055068661544051226,0.12517994350311312,0.0778794581177414,0.9847208620475616
give,97883,19048,78835,0.19459967512233994,0.01912596986387019,0.0596443626237407,0.09828366800636319,0.06425504558125775,0.9736022394113444
glad,97883,945,96938,0.009654383294341203,0.0014183938121799596,0.01902369952646682,0.1469170809710169,0.1082932264740214,0.8977444059994346
glass,97883,2083,95800,0.02128050836202405,0.0025202480721955483,0.021960933877342534,0.11842988096529855,0.090924719737846,0.8392333523998557
glori,97883,838,97045,0.008561241482177701,0.001411675385639088,0.019742118947491196,0.16489143409607504,0.1232066607504339,0.9094057456699992
glow,97883,1166,96717,0.011912180868996659,0.0017477871707987417,0.019892814061694273,0.1467226857969925,0.11748864100423995,0.8166154225338008
go,97883,46590,51293,0.47597642082894887,0.04458259368584865,0.0792524735177495,0.09366555092835209,0.06246174979027145,0.9690856858555156
god,97883,6502,91381,0.06642624357651482,0.00816365807412626,0.04188527777487724,0.12289808416944029,0.08628995865564615,0.9627272185792526
gold,97883,2173,95710,0.02219997343767559,0.0029441035831344327,0.026722984658258137,0.13261743719647842,0.0947996856027549,0.9656661172979422
golden,97883,1217,96666,0.012433211078532534,0.0018470793006518352,0.02126590302208356,0.1485601176546455,0.1136713228591344,0.93043514106071
gon,97883,1242,96641,0.012688618043991295,0.001588772314558306,0.019558113910405444,0.12521239973100698,0.08201662502501614,0.8996251434497458
good,97883,15040,82843,0.15365283041999123,0.014912062157106729,0.052169875135534394,0.09705035772101582,0.0644299187780075,0.9602787586083305
goodby,97883,3174,94709,0.03242646833464442,0.0050860373802004664,0.03829381188426083,0.15684832920168945,0.10494005197831249,0.9597508753924426
grab,97883,1078,96805,0.011013148350581817,0.00123453906876793,0.015202315949005719,0.11209683457162456,0.08877487111594126,0.9124889518207144
grace,97883,1155,96728,0.011799801804194803,0.0016739647156692038,0.01924205622343281,0.14186379936263957,0.109339630272178,0.9436492456645036
grave,97883,1426,96457,0.014568413309767783,0.002041931435662113,0.021542282737495633,0.1401615530974156,0.1071983503192078,1.0
great,97883,2980,94903,0.03044451028268443,0.003787704410077871,0.02768028367852899,0.12441337945357456,0.09313718142920199,0.9096872347554156
green,97883,1626,96257,0.01661166903343788,0.0023426973017329857,0.024236534499143,0.1410272078631795,0.10320993135520565,0.9338758962615672
grey,97883,924,96959,0.009439841443355843,0.0014372777750276437,0.018051162721035418,0.15225655893185155,0.12142673890681105,0.7903541810348997
ground,97883,4449,93434,0.04545222357304128,0.005040033750663493,0.028961949113049893,0.11088640674672841,0.086559489096914,0.8750352734208885
grow,97883,5329,92554,0.05444254875718971,0.005934583853317633,0.03264036903869257,0.10900635603570834,0.0812904903150824,0.8628597291218479
guess,97883,3726,94157,0.038065854131973886,0.004227054794783767,0.028471578183004262,0.11104584124471803,0.0798120355287778,1.0
guid,97883,1102,96781,0.01125833903742223,0.0016548769164836238,0.018788437077952337,0.14699121344479724,0.1179940722118703,0.8144347072190138
guitar,97883,880,97003,0.008990325184148423,0.0012937639348602817,0.017195729389205314,0.1439062445862829,0.11114523709996141,0.8363843251465591
gun,97883,2182,95701,0.022291919945240747,0.002771222451422631,0.02551946706898643,0.12431510871338285,0.08875408605370594,0.9743470301958814
guy,97883,1979,95904,0.0202180153857156,0.0024238536110483826,0.023007097724392855,0.11988583274898877,0.086417277091997,0.9153811499712377
ha,97883,702,97181,0.007171827590082037,0.0016567980254175627,0.027770299978697975,0.2310147594329733,0.1343648856261464,0.99409730915112
hair,97883,3070,94813,0.031363975358335974,0.0033949936893843927,0.024223562460886167,0.10824500563453177,0.08578394036722085,0.8985309401440064
half,97883,1995,95888,0.020381475843609206,0.0026998653847526053,0.02508219978072475,0.13246662829861616,0.0959659715107752,0.9361626953318436
hand,97883,13570,84313,0.138634900851016,0.012278242199230271,0.04240894145680021,0.08856530443531736,0.06507475309035496,0.9437270443188492
hang,97883,3183,94700,0.032518414842209575,0.003876926567851835,0.029168154208123128,0.11922249552027683,0.0840995407915412,0.9808199199221332
happen,97883,3804,94079,0.03886272386420522,0.004974865442128862,0.03375730756826742,0.1280112392407727,0.08882028655607635,0.9286875819504457
happi,97883,4569,93314,0.04667817700724334,0.006201481509588483,0.039279880553130725,0.13285612050843718,0.0915055518136104,0.9640001456563692
hard,97883,9119,88764,0.09316224472073803,0.008817979427089609,0.03842006156400276,0.09465185659193028,0.0669428738852368,0.933654566720596
hate,97883,4523,93360,0.04620822819079922,0.0054032699556416045,0.034177520370864856,0.11693306943799849,0.0815782489259729,0.9768513106230146
haunt,97883,1172,96711,0.011973478540706762,0.0018533796180708914,0.0214339869666927,0.15479040712937975,0.1159143699488034,0.8878726354875834
head,97883,11182,86701,0.11423842751039506,0.010451352061982007,0.04155205854501263,0.09148718421418216,0.06447724518358211,0.981848967158558
heal,97883,1409,96474,0.014394736573255826,0.002088036449587007,0.022139634007599496,0.1450555513093861,0.1098330833961321,0.8839488904113099
hear,97883,13278,84605,0.13565174749445766,0.01213346502393592,0.04264085163508818,0.08944569641044736,0.06495572965905011,1.0
heart,97883,19798,78085,0.2022618840861028,0.018600520933195135,0.053262173679568564,0.0919625613952894,0.06466400812119921,0.937940447227814
heat,97883,1706,96177,0.01742897132290592,0.0022245079056543472,0.022241977949919906,0.12763277100185488,0.093847880597733,0.9949962867684418
heaven,97883,3333,94550,0.03405085663496215,0.004822974985070327,0.03543289612342382,0.14164034217330898,0.0956980328320119,0.9763314156876614
heavi,97883,1465,96418,0.014966848175883453,0.0020102365686742135,0.021790897792993674,0.1343126184652137,0.1016245697034189,0.9467433305704972
hell,97883,2874,95009,0.029361584749139278,0.003516648711075912,0.027860548865547594,0.11977039867301444,0.08198482370380505,0.9355339241898966
hello,97883,1030,96853,0.010522766976900993,0.0020895292510374345,0.028432744056535206,0.19857222493135648,0.12347168721980495,0.9946950818911302
help,97883,4948,92935,0.050550146603598176,0.005899891458774887,0.03483692415905956,0.11671363695619688,0.08264166541266016,0.9246136869358572
hero,97883,807,97076,0.008244536845008837,0.0014697767855186264,0.02208393804153099,0.1782728142464928,0.1160335124794516,0.9144091536232936
hey,97883,5512,92371,0.056312127744347844,0.009558067502760196,0.058352982221542476,0.16973373029257555,0.09642677481714675,0.9888180199071644
hide,97883,6407,91476,0.06545569710777152,0.006710668620014464,0.03323124886619253,0.10252230006756294,0.0774200921116132,0.9374256176533586
high,97883,7029,90854,0.07181022240838553,0.008001626069403033,0.04165097168866327,0.11142739572505009,0.0754590066970695,0.973610308617004
hill,97883,1125,96758,0.01149331344564429,0.0017278460259308773,0.02054098116657548,0.1503348911610596,0.1167802491462696,0.8835443852647615
hip,97883,652,97231,0.006661013659164512,0.0009197862828478248,0.016451801325834188,0.13808503178526632,0.08703502170741095,0.9759925517394792
histori,97883,1013,96870,0.010349090240389035,0.0013634779207139323,0.016715243954408262,0.1317485778018182,0.1067597476919701,0.780797954038818
hit,97883,4227,93656,0.043184209719767476,0.0043735515994907746,0.02940732259896187,0.10127663856469257,0.069439151334665,0.9872664108398004
hoe,97883,613,97270,0.006262578793048844,0.00074598681669472,0.013847580278289574,0.11911815265665461,0.0740610391279963,0.9557584362577676
hold,97883,12854,85029,0.13132004536027705,0.012986255218253836,0.04823460248335795,0.0988901213263062,0.06887003897411585,0.975334274984444
hole,97883,1854,96029,0.018940980558421788,0.0024831499219576565,0.022903720902210597,0.13109933323138148,0.10063330470110646,0.910022057913672
holi,97883,1086,96797,0.01109487857952862,0.00183448776117471,0.022785898278406116,0.16534545628643108,0.12283578629302035,0.9429153958215144
home,97883,9922,87961,0.10136591645127346,0.01160967327189276,0.049910709896332194,0.11453231695955239,0.07564050219983165,0.950248260272636
honest,97883,999,96884,0.01020606233973213,0.001384945391969502,0.01846392601679203,0.135698308110261,0.094499162598916,0.9064727921958204
honey,97883,1890,95993,0.019308766588682406,0.002993670962671786,0.028805026759702302,0.15504206076148272,0.10755344981166401,0.968280555254252
hope,97883,7808,90075,0.07976870345208055,0.008162124405616452,0.037250607438759395,0.10232239026574733,0.07429225373327966,0.8927939302735124
hors,97883,733,97150,0.007488532227250901,0.0013096923776147156,0.019748800316436922,0.174893068210179,0.1284283355323573,0.9328881269028296
