genre,n_valid_windows,mean_relative_position,median_relative_position,mean_absolute_relative_position,feature
indie rock,33,-0.056678722902779546,0.005445787743139123,0.10417457775283546,like
industrial,35,-0.09920196513541132,-0.11445025338984735,0.11219142602152987,like
jazz,61,-0.15045625578320249,-0.1501874011528482,0.1669959432320437,like
latin,40,0.15905114299652623,0.14352363619728814,0.18963212685979577,like
metal,48,-0.1256941923685934,-0.1215030588201867,0.13586765855493943,like
mpb,53,0.1297881309383775,0.06424402463264857,0.17009234416384705,like
new wave,43,-0.008540191057642161,-0.0031688544251353527,0.07390307170120394,like
pop,57,0.08689009545788505,0.0719379818077873,0.10507922837279904,like
pop rock,32,0.1400172813623602,0.11554908251222964,0.1633545919951576,like
post-hardcore,35,-0.09844158990758155,-0.08230005473903916,0.11894988443177897,like
post-punk,43,0.029111765455065577,0.007480926079448838,0.08743394213415301,like
power metal,34,-0.1829299329527874,-0.1912712543765926,0.1829299329527874,like
progressive metal,32,-0.21714592745242742,-0.2008160231328486,0.21714592745242742,like
progressive rock,53,-0.1457702925106597,-0.13864272859775598,0.14615304773048152,like
psychedelic rock,48,-0.0972276922660215,-0.0960705083093955,0.0980045653511742,like
punk,47,-0.0013351994467563314,-0.009814076363960377,0.05610052506720249,like
rap,32,0.7371854369785843,0.7281881365021383,0.7371854369785843,like
reggae,42,-0.004326462340236201,0.06201976713299938,0.17872336992849563,like
rock,61,0.018241925979415326,0.032800895763550254,0.09518532431426854,like
samba,42,0.05823273953112214,0.04765561544332421,0.12946002024803185,like
shoegaze,35,-0.03839232793037449,-0.06370648270874932,0.11640845629482861,like
singer-songwriter,56,0.1920327043704641,0.1835479687781794,0.19316165311495018,like
soft rock,49,0.06289479616141222,0.04548122902477288,0.0981766114814315,like
soul,61,0.018148842108897605,0.019455054841036063,0.06527698481519509,like
soundtrack,44,-0.19816962656882312,-0.22184505755724993,0.20235388762354,like
synthpop,41,0.0015735999805337531,-0.05944642751436694,0.14458510471151367,like
thrash metal,37,-0.20346378460618567,-0.2161085344188828,0.20346378460618567,like
alternative rock,37,-0.044323341257623,-0.0040736971986919945,0.07262989287959333,pron
ambient,43,-0.1893393551757242,-0.21408527624806553,0.1893393551757242,pron
black metal,36,-0.07407893421879393,-0.1066722828080747,0.13038185118010023,pron
blues,61,-0.09635885948229536,-0.10896689974350378,0.10880372680473424,pron
bossa nova,54,0.029254384933713233,0.027095279997166072,0.1500148630584322,pron
brazilian rock,34,0.09177329273497138,0.11471223516498054,0.19183898847671113,pron
classic rock,61,-0.03101186982552913,-0.03513779172035499,0.08815521194000848,pron
country,53,-0.06049027541206475,-0.040612783644286686,0.08672171010669373,pron
death metal,33,0.011506005027588856,0.004288277378527759,0.059562686655310546,pron
disco,46,0.06654987812695114,0.0713902866298784,0.12846590229435204,pron
doom metal,33,-0.05120255710904194,-0.017667867302131476,0.0720287170316148,pron
dream pop,34,-0.08873179779784766,-0.09945713201699653,0.1448073804008852,pron
easy listening,47,0.031511022311631554,0.011113784262878177,0.11306053269685967,pron
electronic,45,0.01743957501901237,-0.05846576214423358,0.14563200581215047,pron
experimental,52,-0.009879711512714339,-0.06142334545853079,0.15096928414223584,pron
folk,57,-0.05804514404710183,-0.03989397410238055,0.06705363974575981,pron
funk,51,0.12729054698959105,0.09498687524311286,0.1528108197066408,pron
glam rock,39,0.04817477615258774,-0.038376459742196056,0.1742053507260602,pron
gothic rock,34,-0.0528913275178909,-0.0483010678472305,0.07597281001422618,pron
grunge,32,-0.03651029098425214,-0.047100262206653386,0.08927512863849163,pron
hard rock,51,-0.023211404372188372,-0.01050376138303227,0.05948504656471493,pron
hardcore,39,0.20650456042112503,0.22778305923599418,0.2507444594029706,pron
hardcore punk,32,0.09709454130658622,0.054815620945787846,0.12715903613967985,pron
indie rock,33,0.042495103046217245,0.04351830444139425,0.049778464267633264,pron
industrial,35,-0.07187282644401641,-0.08466755872754897,0.09356766689345714,pron
jazz,61,-0.01527778992113913,-0.07305351492881106,0.15493463006067001,pron
latin,40,0.05870228896196383,0.10226691062395377,0.14782852606222036,pron
metal,48,0.07349357670864057,0.02605343560301425,0.15277521931985957,pron
mpb,53,-0.0007626912747607582,0.004634628670590701,0.10247311507968652,pron
new wave,43,-0.045368807000789976,-0.026640985116095844,0.07003636951760533,pron
pop,57,0.07856842377999676,0.0693230662164479,0.10461112054272785,pron
pop rock,32,-0.04139010743659821,-0.04741824173908304,0.08317289615062393,pron
post-hardcore,35,0.11107941532322381,0.17588718218681115,0.18122873221372834,pron
post-punk,43,0.004072067985060063,-0.01037843200737197,0.07042088844317046,pron
power metal,34,0.1417472781989386,0.09684827116366217,0.1495495057437012,pron
progressive metal,32,0.07310346425407338,0.06366903774617685,0.09265875991836636,pron
progressive rock,53,0.0676160039159801,0.08065851692140727,0.11805066876881104,pron
psychedelic rock,48,-0.08763660544960751,-0.10116190953925276,0.11127214001195351,pron
punk,47,0.02829645680955467,0.04334839162883596,0.06647156112712577,pron
rap,32,0.1498368098066655,0.11968739371623,0.1519400859035172,pron
reggae,42,0.06935188300806182,0.07542614346959867,0.10861014697226924,pron
rock,61,0.059684815261343165,0.008941497120632351,0.09856784965213086,pron
samba,42,0.01944217676709601,-0.03834399875918644,0.10563167000964135,pron
shoegaze,35,-0.10492199611522421,-0.08725443998467494,0.11648834620183732,pron
singer-songwriter,56,-0.0038858305627574494,-0.000555064891828196,0.06378069402023931,pron
soft rock,49,-0.040902092815454455,-0.03864454062607285,0.07683955985547543,pron
soul,61,0.022495689661774218,-0.004168931452830917,0.05985550714763117,pron
soundtrack,44,-0.13070180997329445,-0.15246581413050742,0.13235717267138256,pron
synthpop,41,0.0771342587279922,0.028422515759710228,0.14530836579913964,pron
thrash metal,37,-0.060395284743579955,-0.056603269602958695,0.06564830052732784,pron
alternative rock,37,-0.05868610880864174,-0.01722550551121239,0.06990022516290781,cri
ambient,43,-0.16586296422968866,-0.17035423751700768,0.16588925421446465,cri
black metal,36,0.06569245213361094,-0.005433360105198229,0.14605983436829037,cri
blues,61,0.09821022725396983,0.0706219012710852,0.12998115327460197,cri
bossa nova,54,0.24925245791477926,0.19220084293351258,0.2994360012566571,cri
brazilian rock,34,-0.0226144114422031,-0.03104359243759436,0.11502035689833535,cri
classic rock,61,0.008694241919931041,-0.01374161530312278,0.060580730720410376,cri
country,53,0.15218016259854109,0.09427301345453312,0.17546654951109114,cri
death metal,33,-0.023445650255468055,-0.025057476278673517,0.05345992899435344,cri
disco,46,0.004805190902133866,-0.05059431089817955,0.12476285273529228,cri
doom metal,33,0.04669816249374489,0.05757599610749939,0.10638458854009905,cri
dream pop,34,0.07985018526561238,-0.012761832636132845,0.1589220911205523,cri
easy listening,47,0.08717705865426659,0.07694362720528997,0.16013628734194846,cri
electronic,45,-0.11077698713551078,-0.10031964125025375,0.11511226089367987,cri
experimental,52,-0.1003407789219806,-0.08615863308113295,0.11091514487690332,cri
folk,57,0.03456290912951921,0.004228914009638918,0.10841107803281597,cri
funk,51,-0.05240096206239458,-0.06210686948880186,0.09834700909963154,cri
glam rock,39,-0.0495632037537871,-0.08989384262527703,0.12591775600990485,cri
gothic rock,34,0.04644997757322497,0.05985107522191638,0.11618640988538953,cri
grunge,32,-0.06396258477942474,-0.058475389682000514,0.06902742402883144,cri
hard rock,51,-0.03190228920926804,-0.023143563320875728,0.053581591633303144,cri
hardcore,39,-0.02644614643198597,-0.04598320057772828,0.06741971345930436,cri
hardcore punk,32,-0.013336995075036323,-0.04803046257970295,0.11452884481172274,cri
indie rock,33,-0.04774738379669718,-0.07477735737223415,0.10686551105187546,cri
industrial,35,-0.051052885683877246,-0.047633804258368315,0.07316989056875685,cri
jazz,61,-0.07506094716855197,-0.07860033019694644,0.10993489745773165,cri
latin,40,0.21561303080035543,0.24553467240695037,0.22868585972885777,cri
metal,48,0.030840700337314193,0.009992624089657964,0.09182815550887889,cri
mpb,53,0.08018458540680899,0.04142353553951487,0.12160337128821892,cri
new wave,43,0.005707321031999873,-0.01883513320443518,0.10547229934753169,cri
pop,57,0.0832372019076748,0.04238610911217118,0.08925223412896595,cri
pop rock,32,0.18241150662987166,0.12384293583443637,0.19463803961460602,cri
post-hardcore,35,-0.08068090703933284,-0.13307440640617954,0.17699992653827484,cri
post-punk,43,0.05487282163196848,-0.0024184655964116977,0.114788340380409,cri
power metal,34,0.26209478401650244,0.23826966101318964,0.26929170468183594,cri
progressive metal,32,-0.0038533865026289605,0.0019429989073610958,0.04989287073594001,cri
progressive rock,53,-0.04269129934977453,-0.017869795455744616,0.06597719660033234,cri
psychedelic rock,48,0.0028241274639974703,-0.017968082752256198,0.09717874663556388,cri
punk,47,-0.05077460756482613,-0.06653377805415313,0.08456829818404409,cri
rap,32,-0.09890274346554279,-0.09244842437129046,0.09890274346554279,cri
reggae,42,0.03614042180038376,0.011996708127117698,0.13619014571114432,cri
rock,61,0.014905883334515804,0.004246439951900317,0.06995087125079606,cri
samba,42,0.25054170775805307,0.24284835451924466,0.26737793530301845,cri
shoegaze,35,-0.0798265882516372,-0.05582597151399996,0.0857651299432028,cri
singer-songwriter,56,0.0469131283440836,0.05446785833970358,0.08484430502780128,cri
soft rock,49,0.11854896765356977,0.043118545260130654,0.19015962403718215,cri
soul,61,0.03355009607785765,0.054691251615896164,0.1105953610611795,cri
soundtrack,44,-0.10407391932752792,-0.09089401031102817,0.10485277319360015,cri
synthpop,41,0.016794183027500454,0.010288483982112706,0.08386505115324956,cri
thrash metal,37,0.014680482541449137,-0.0002913841083163585,0.0765974387583861,cri
alternative rock,37,-0.0790514856073219,-0.07871495846858655,0.07939539864043202,yes
ambient,43,-0.15083861130687623,-0.13223241971655997,0.15083861130687623,yes
black metal,36,-0.04038191194761408,-0.03998239562778272,0.06825492357956074,yes
blues,61,0.1362724262575981,0.14837658710802593,0.16802394667710494,yes
bossa nova,54,0.10314056346947151,0.06546615717506592,0.1939069630748968,yes
brazilian rock,34,0.03883311203931213,0.006807469583093103,0.10826907749816012,yes
classic rock,61,0.12262095324691578,0.13977835574040812,0.1447514711578461,yes
country,53,-0.01939807794722397,-0.027227101057501438,0.0811208999568668,yes
death metal,33,-0.13687405636146685,-0.13659196115774513,0.13687405636146685,yes
disco,46,0.1511497578824407,0.07148886881871094,0.1694882602360335,yes
doom metal,33,-0.1091266327406407,-0.11513102846516166,0.1091266327406407,yes
dream pop,34,-0.03833253884581768,-0.06645510086594819,0.10884037155770865,yes
easy listening,47,0.05848622637267083,0.08922658082835294,0.1538317563592091,yes
electronic,45,-0.09925475688188945,-0.05819162376694768,0.10040723635950367,yes
experimental,52,-0.07829961359174614,-0.0896559393680019,0.12591674967091138,yes
folk,57,-0.012736227691619707,-0.019941409167547837,0.07969932523907342,yes
funk,51,0.0347887219412309,0.03439153479794894,0.08208667633107736,yes
glam rock,39,0.01851130461815989,0.021095495241470127,0.08682148288584546,yes
gothic rock,34,-0.09289182821282291,-0.11729245045222406,0.11728876125160437,yes
grunge,32,-0.09112653316430014,-0.08473114455666723,0.09112653316430014,yes
hard rock,51,0.00229262077815095,-0.005638289897217667,0.040217359731894636,yes
hardcore,39,-0.11339197506597849,-0.11008038781834548,0.11339197506597848,yes
hardcore punk,32,-0.11078230274141425,-0.1552730140522115,0.11857926049148848,yes
indie rock,33,-0.03824092258657549,-0.025577618199360306,0.05236380158647484,yes
industrial,35,0.022436881272717115,-0.004016857242099174,0.10012160249603905,yes
jazz,61,-0.03147813012454427,-0.017440189179844714,0.09552995099995758,yes
latin,40,0.04819444273874745,0.09828482074730002,0.13391797352298793,yes
metal,48,-0.07363100589036137,-0.06589994725641944,0.0860414411961498,yes
mpb,53,0.04472079053897557,0.020172699240222254,0.12925554772438988,yes
new wave,43,-0.0316170739473479,-0.032368078881612826,0.07882046883112608,yes
pop,57,0.02173721668468182,0.03908509944492442,0.057774462105775484,yes
pop rock,32,0.04583432308599136,0.01961327084728923,0.10403027245594937,yes
post-hardcore,35,0.02796842981658594,0.0005861284183369917,0.12241827910625298,yes
post-punk,43,0.007319365509741186,-0.00941532276424499,0.06672258848290907,yes
power metal,34,-0.01034297024261784,-0.07019551023072954,0.1104125637691398,yes
progressive metal,32,-0.11010867485995353,-0.12140809177528078,0.11010867485995351,yes
progressive rock,53,0.019432677290414254,-0.023256411422449677,0.10183876466953111,yes
psychedelic rock,48,-0.0841477369719723,-0.10227955699867583,0.12451168880129763,yes
punk,47,-0.11312684616130528,-0.12484736469941415,0.11585119733792888,yes
rap,32,0.1303796650617564,0.0914145938935054,0.132440993366579,yes
reggae,42,0.15592401904113665,0.1736469379940936,0.23473060802985454,yes
rock,61,0.0013423134606735186,-0.014243119705686428,0.08551473998153011,yes
samba,42,0.026477658448200957,-0.0028051890705327633,0.14380905501001176,yes
shoegaze,35,-0.040242123577461965,-0.08388276672943351,0.1154767712768625,yes
singer-songwriter,56,0.07563273783721045,0.06635646108605817,0.09501421934744839,yes
soft rock,49,0.15766821882134693,0.11775067732693595,0.1836213036271508,yes
soul,61,0.15875043590216703,0.15257146292112753,0.16296706656480237,yes
soundtrack,44,0.00973183542706446,-0.025294721424194,0.08492993702423896,yes
synthpop,41,-0.10894025805279667,-0.11291092995347735,0.1225512907639653,yes
thrash metal,37,-0.09977707050161011,-0.11931509913136713,0.10835578380825868,yes
alternative rock,37,-0.06261310292169642,-0.06074293659185608,0.06261310292169642,woman
ambient,43,-0.12239744325147443,-0.11679711759017221,0.12239744325147443,woman
black metal,36,0.021839822371623106,-0.05245743835695078,0.13605952809974578,woman
blues,61,0.34606600236943996,0.3464655814896958,0.34618348179864006,woman
bossa nova,54,0.140612271109969,0.12720997254945215,0.20464645907202253,woman
brazilian rock,34,0.07764371794604187,0.03768440479942949,0.1434652823181699,woman
classic rock,61,0.13778529938522321,0.0703306473926985,0.15272144767327292,woman
country,53,0.1663774062838564,0.13729094331532382,0.2063713063762916,woman
death metal,33,-0.09304053206111791,-0.08444466082852455,0.0930405320611179,woman
disco,46,0.19469108400767415,0.0930722154809071,0.26227372598782145,woman
doom metal,33,-0.07921616752502983,-0.07497836491124013,0.07921616752502983,woman
dream pop,34,-0.10057565162185265,-0.11414853529964256,0.10057565162185265,woman
easy listening,47,-0.0012565464508279554,-0.07058544603765722,0.1502122479763761,woman
electronic,45,-0.06972208279280623,-0.0701414545261113,0.08756954670419405,woman
experimental,52,-0.01393186047886377,-0.056824001186402066,0.12686640050440184,woman
folk,57,0.029031396462669178,0.035038314510682546,0.10252506494892354,woman
funk,51,0.10797969535434872,0.11150487815453464,0.13663716781341526,woman
glam rock,39,0.10306504074839389,-0.03605946474202861,0.2169489055396091,woman
gothic rock,34,-0.0937625131171676,-0.1051728779885863,0.09376251311716759,woman
grunge,32,-0.07746772178298678,-0.08078407987931965,0.08193101330088626,woman
hard rock,51,0.06424111619778147,0.024904943758084826,0.08903628124052382,woman
hardcore,39,-0.09525957799106641,-0.09083097412458288,0.10133368740313445,woman
hardcore punk,32,-0.10734862824614688,-0.11726868728429563,0.10734862824614688,woman
indie rock,33,-0.06334054520522038,-0.05562662794895959,0.06786948370579615,woman
industrial,35,-0.07830689089036624,-0.09166432091169405,0.07830689089036624,woman
jazz,61,-0.02770687303187604,-0.03718256746680298,0.10797429778684092,woman
latin,40,0.13847336487741435,0.12975918457065333,0.14214134723240723,woman
metal,48,-0.010245950554476498,-0.03351580102522814,0.06909740073612482,woman
mpb,53,0.10207970632679014,0.13681506282473807,0.15023941491809253,woman
new wave,43,-0.06229775597321447,-0.05301965564935752,0.07238326871739216,woman
pop,57,-0.013610008898875911,0.004032252951880393,0.044181263227910036,woman
pop rock,32,0.08588302283115751,-0.02596008737430114,0.17731934212386075,woman
post-hardcore,35,-0.08513188188564698,-0.09598167656183003,0.09261852876160115,woman
post-punk,43,-0.03961203195606246,-0.05200531155928932,0.06706939462441551,woman
power metal,34,-0.08496406993425948,-0.07558839934713756,0.08496406993425949,woman
progressive metal,32,-0.014609829094513511,-0.06221875638147846,0.09131544806593672,woman
progressive rock,53,-0.038690846156282654,-0.06651145465325795,0.09589908603868066,woman
psychedelic rock,48,-0.025006569239325347,-0.05458197452039015,0.10619706800846242,woman
punk,47,-0.06912789492013997,-0.06492044986193743,0.08477642447526788,woman
rap,32,0.10309770056791108,0.10747590546699919,0.1119753726073051,woman
reggae,42,0.1650911235554373,0.17922245042034574,0.18689541708161964,woman
rock,61,-0.02768914264401088,-0.031210261071167957,0.06993145675835358,woman
samba,42,0.2926218305265039,0.24379346651366443,0.3371755382822505,woman
shoegaze,35,-0.09639224969213259,-0.11586066389645963,0.09873541870843898,woman
singer-songwriter,56,0.08355294206674176,0.0561506705448798,0.10122280788494244,woman
soft rock,49,0.08377963479719092,0.004482591929617259,0.15885279635559685,woman
soul,61,0.11613141839338031,0.07937955692226827,0.14140846990641745,woman
soundtrack,44,-0.0718123022491707,-0.07985866453608945,0.07958158040929109,woman
synthpop,41,-0.07210785978352995,-0.06861700757408508,0.0835234890001876,woman
thrash metal,37,-0.09737766932964605,-0.10258855406073926,0.09737766932964606,woman
alternative rock,37,-0.08415204084907724,-0.057197780020835684,0.09604674381774965,life
ambient,43,-0.21883919488479608,-0.26849132945159015,0.2510731777707055,life
black metal,36,0.010326327315212817,0.05684278742802798,0.11041288662771402,life
blues,61,-0.06619054378330082,-0.09979380504942306,0.1482790410371483,life
bossa nova,54,0.2347054365013712,0.22218140299571318,0.252465882351147,life
brazilian rock,34,0.10851377205214736,0.11896512145452556,0.17688857218381693,life
classic rock,61,-0.04730767875365406,-0.04284883174631838,0.08482572506444712,life
country,53,0.045840387769535584,0.005670445678890204,0.10919202905898354,life
death metal,33,0.5057550950527242,0.4546087078049936,0.5057550950527242,life
disco,46,-0.016438475681195455,-0.008799038157704418,0.06874436583516969,life
doom metal,33,0.1827888784260697,0.209921531136714,0.18625481981295536,life
dream pop,34,-0.16561230220588186,-0.14873447315599567,0.18024451252976892,life
easy listening,47,0.003608392971372854,-0.037731560220239886,0.10438871953939967,life
electronic,45,-0.12004239583334757,-0.13949783011906372,0.17056369318484937,life
experimental,52,-0.16193445383886876,-0.1663957454023393,0.17189294382598197,life
folk,57,-0.06796591825341866,-0.049223318439068124,0.1231730387438254,life
funk,51,-0.06175811964995899,-0.04547597936299524,0.08999612981665898,life
glam rock,39,0.05217226308821187,0.022334273059795573,0.11632046514298147,life
gothic rock,34,-0.013379548706163287,-0.012019470175695927,0.10530014889216832,life
grunge,32,-0.09778681474528864,-0.1109700170624024,0.12476957471713929,life
hard rock,51,0.04714835203484863,0.038757648564302825,0.0942270406715912,life
hardcore,39,0.12783314751395125,0.11043396881436264,0.14921308155978788,life
hardcore punk,32,0.09880243757258596,0.09618178830778101,0.17622838693645865,life
indie rock,33,-0.12872534408719527,-0.12464843345587572,0.12949657218941524,life
industrial,35,-0.09291445288755745,-0.1309854810106844,0.1426643238895602,life
jazz,61,-0.11278277124593156,-0.09533960170692897,0.12241597028208297,life
latin,40,0.1836721764167954,0.2006220275759038,0.2065641668408898,life
metal,48,0.27078227202875405,0.2241393933894045,0.276585132302563,life
mpb,53,0.1848075588774921,0.15841923384127846,0.18846291503696286,life
new wave,43,-0.04639951959303339,-0.04861893239932706,0.08008939330943235,life
pop,57,0.09722260699509046,0.05027874919828867,0.11405402712243462,life
pop rock,32,-0.06459796909407757,-0.034945405989002365,0.08291183345715862,life
post-hardcore,35,-0.039880951227342865,-0.04525892530574568,0.12158843109231347,life
post-punk,43,-0.06284212098484872,-0.051567009831518934,0.07450156035556182,life
power metal,34,0.2550461331756894,0.27755920944530776,0.25740902467018134,life
progressive metal,32,0.18039806647171494,0.1992952463167327,0.19124900696616512,life
progressive rock,53,-0.002296541654292345,-0.02742074132303367,0.12145581128734126,life
psychedelic rock,48,-0.11904466573483008,-0.1158682701905754,0.12980498559105094,life
punk,47,-0.0005577831297024026,-0.008121917486423326,0.08913917131544011,life
rap,32,-0.03577827350280446,-0.04679276337936387,0.13157981414994413,life
reggae,42,-0.03967497967885615,-0.0175161778815476,0.06904749316400643,life
rock,61,-0.0077435580104653874,-0.02283337400210224,0.06671643852356372,life
samba,42,0.09605742469886422,0.06384579425438178,0.13199449497650434,life
shoegaze,35,-0.1572440084535194,-0.1813482719882882,0.16680241410508065,life
singer-songwriter,56,-0.03539713780807034,-0.048370843156811394,0.0899429882683778,life
soft rock,49,0.011012442016293665,-0.0030210141491202047,0.08442701017449969,life
soul,61,0.06470264509685868,0.038900628053015994,0.09113361004786504,life
soundtrack,44,-0.13951723863974472,-0.1622742737360575,0.1829424506854652,life
synthpop,41,-0.016274423056273832,-0.05160643732587054,0.13131893530564745,life
thrash metal,37,0.40219302360374776,0.3871026789831984,0.4021930236037477,life
alternative rock,37,0.022768152858884665,0.038148468641295,0.06967559357017068,let
ambient,43,-0.2634028201827922,-0.2773163802942413,0.26340282018279226,let
black metal,36,-0.18540622985925492,-0.1952929634316336,0.1854062298592549,let
blues,61,-0.03727296420943365,-0.05799881769638293,0.09958274512983407,let
bossa nova,54,-0.038072391287260296,-0.07299004134241358,0.1578023299639195,let
brazilian rock,34,0.06365211031314469,0.05778266676425295,0.10345412955100568,let
classic rock,61,0.04291706668724541,0.016964960746164177,0.07506546413172405,let
country,53,0.059380413888265225,0.012986071312083953,0.1332171095938716,let
death metal,33,-0.18537216215208055,-0.1760028494369322,0.18537216215208058,let
disco,46,0.12152875954965155,0.10826898772742473,0.15516783837146197,let
doom metal,33,-0.08003881331163926,-0.10553631198848942,0.10121659031212209,let
dream pop,34,-0.07637257567075222,-0.07031638219411682,0.13183390964861805,let
easy listening,47,0.08793365879446711,0.07208986642941945,0.18867668289918507,let
electronic,45,0.02058650974469181,-0.03966306880343699,0.1580262358343854,let
experimental,52,0.01456549380962353,-0.06400187747793527,0.1643958160778044,let
folk,57,-0.08175730453929622,-0.06065099021833539,0.09545338130356838,let
funk,51,0.09426139118691798,0.08476681714421538,0.14137349951298658,let
glam rock,39,0.1547228981171479,0.12227551828436638,0.21025254060600312,let
gothic rock,34,0.00166243163826848,0.019697539227971978,0.09789819960815911,let
grunge,32,-0.004008360820797317,-0.008223917201797909,0.06483158931012485,let
hard rock,51,0.061657179361196475,0.0632232794471026,0.0806032441018697,let
hardcore,39,0.10944758845060867,0.08505795587220466,0.16448951765647282,let
hardcore punk,32,-0.04096022822152202,-0.05001759846735869,0.09659541667629395,let
indie rock,33,0.013854612740518945,0.0012551813507784817,0.05384649294676648,let
industrial,35,-0.08945426763236047,-0.09018500382857862,0.09597024466565446,let
jazz,61,-0.08705230701652851,-0.0882512392909947,0.11342187084929646,let
latin,40,0.00811583731794949,0.011939328906078784,0.07841389882027586,let
metal,48,0.033242916132141496,0.00894229923713496,0.0971052178718647,let
mpb,53,-0.09581478318511781,-0.07193828750974553,0.10595322342602159,let
new wave,43,-0.04347627017773788,-0.043517092892659044,0.06451565132200322,let
pop,57,0.08696028886372413,0.109785847926589,0.10511977798285072,let
pop rock,32,0.0368685675148534,0.011671515642042074,0.07722872718404966,let
post-hardcore,35,0.08214617526463854,0.1386221726232687,0.14364715762214594,let
post-punk,43,-0.055644570758611935,-0.111770068136379,0.14636601697550325,let
power metal,34,-0.061420701149312,-0.03391968472802181,0.09825535384301412,let
progressive metal,32,-0.03881980698695463,-0.031483558773950024,0.07480459521550453,let
progressive rock,53,-0.053813553116272665,-0.053596428504919726,0.09404024319884331,let
psychedelic rock,48,-0.10938647392150458,-0.11667716432472483,0.12053292681121419,let
punk,47,-0.05734346531182996,-0.05768901201031028,0.09666346754027685,let
rap,32,0.16318520447787424,0.18174875404385415,0.1684460664735997,let
reggae,42,0.02806267445508151,0.032220684497123814,0.09691617663527718,let
rock,61,0.019927520232167505,0.0064758240278564,0.08284873647979675,let
samba,42,-0.03884001623208514,-0.037212602264359004,0.09147982535468098,let
shoegaze,35,-0.14527190780542618,-0.15468035540480224,0.14665761634003086,let
singer-songwriter,56,0.0686395197089028,0.019984227385385852,0.11092252485210105,let
soft rock,49,0.005970162786986914,0.00857238139981614,0.1034401362862175,let
soul,61,0.24916323849939856,0.22717428767226405,0.2491632384993986,let
soundtrack,44,-0.12324213805502465,-0.12304555648064286,0.12395436429402981,let
synthpop,41,-0.0381120253995252,-0.038288796133750524,0.08602173943128423,let
thrash metal,37,-0.1360017103953194,-0.17036303767501784,0.16329998384470365,let
alternative rock,37,0.0006010406341027492,-0.007689282705393179,0.07724073378283909,light
ambient,43,-0.15464784935169565,-0.18788030928349375,0.16574745555381448,light
black metal,36,0.29268875162078256,0.2550522628121321,0.29268875162078256,light
blues,61,-0.07060940731801765,-0.08161429019677012,0.09963484866952697,light
bossa nova,54,0.07652815791014582,0.029172832590753917,0.1434633865580509,light
brazilian rock,34,-0.06840646722086219,-0.055693651948180864,0.11458948902545774,light
classic rock,61,-0.035980980801306774,-0.023587458958810138,0.06217132969620224,light
country,53,0.010571817535618823,0.011574666934954401,0.05857849563566332,light
death metal,33,0.06123104968404994,0.07513642633369208,0.08997970110573172,light
disco,46,-0.06551423811057946,-0.04687229485353762,0.08885538566726028,light
doom metal,33,0.3212151449864719,0.2895607689908886,0.32121514498647197,light
dream pop,34,0.05943951969140279,0.04418187936147715,0.12300589754396063,light
easy listening,47,0.03392878838495889,0.011217407445649578,0.12196876780065498,light
electronic,45,-0.11746713084580923,-0.09169936690543161,0.12139870788749448,light
experimental,52,-0.06442197203012255,-0.05740975570742293,0.07834415022665722,light
folk,57,0.1809385947042836,0.13505414168047253,0.1934174804974595,light
funk,51,-0.06361849903191953,-0.09094494255029043,0.10466090293370098,light
glam rock,39,-0.0364806856511762,-0.05724808181661005,0.1195151701219281,light
gothic rock,34,0.2807599354941859,0.2656303506007971,0.28089157184110636,light
grunge,32,-0.016894304962403656,-0.039256677820445576,0.09641751304816384,light
hard rock,51,0.02344118654616627,0.04346617999984984,0.05826072770068544,light
hardcore,39,-0.02760927979712795,-0.03018641374864448,0.08692671073237206,light
hardcore punk,32,-0.17108764386716493,-0.1998456774338787,0.1725486416569083,light
indie rock,33,0.004946755280725831,0.0029629260075192997,0.041523199731647316,light
industrial,35,-0.018223124527926945,-0.02874108760286047,0.05432916281533929,light
jazz,61,-0.08153092846738941,-0.10321535407783003,0.1280420551103373,light
latin,40,-0.01957340393614732,-0.02689937856325695,0.09850698619092442,light
metal,48,0.017670005289714286,0.009097711320766725,0.07831688678243687,light
mpb,53,0.08724196050941539,0.0762588209489871,0.12410042285144536,light
new wave,43,-0.023845756916884283,-0.018657552523214143,0.06750339284238485,light
pop,57,-0.018155613812152513,-0.024022553016906496,0.05007086327980302,light
pop rock,32,-0.050397468486576356,-0.03673258907812118,0.08531562476686305,light
post-hardcore,35,-0.060056565846034804,-0.036446591294790096,0.16837710054721633,light
post-punk,43,-0.04763593569268167,-0.043124105451259644,0.0678503990593426,light
power metal,34,0.33140390668161485,0.29613451781615485,0.3318668263622379,light
progressive metal,32,0.3451689314767876,0.28044059304609864,0.3451689314767876,light
progressive rock,53,0.09901986017504587,0.12613227789173645,0.12061542131134415,light
psychedelic rock,48,0.023840917552843528,0.013254510531150182,0.12415316563349556,light
punk,47,-0.10066240936726951,-0.10249879839880013,0.10786950150140354,light
rap,32,-0.09158530429533566,-0.08337981591011277,0.1040647990901113,light
reggae,42,-0.10358715030180739,-0.14489429748042443,0.1346925959277088,light
rock,61,-0.051921226027734184,-0.04899034081597546,0.08026139858305258,light
samba,42,-0.03614520268794595,-0.036584442814829324,0.11839964231463232,light
shoegaze,35,-0.015156725165413878,0.01016944010694616,0.07172364466857215,light
singer-songwriter,56,0.15429534488142868,0.11557138818888693,0.16912476903875254,light
soft rock,49,0.013104329557632832,0.007635760269786124,0.0589483643438916,light
soul,61,-0.055711966144000806,-0.11859605224300232,0.15641155511289795,light
